Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP5_A00_neg m/z,ORP5_A00_neg RT mean,ORP5_A00_neg Normalized Area,ORP5_A08_neg m/z,ORP5_A08_neg RT mean,ORP5_A08_neg Normalized Area,ORP5_A09_neg m/z,ORP5_A09_neg RT mean,ORP5_A09_neg Normalized Area,ORP5_A10_neg m/z,ORP5_A10_neg RT mean,ORP5_A10_neg Normalized Area,ORP5_A11_neg m/z,ORP5_A11_neg RT mean,ORP5_A11_neg Normalized Area,ORP5_A04_neg m/z,ORP5_A04_neg RT mean,ORP5_A04_neg Normalized Area,ORP5_A05_neg m/z,ORP5_A05_neg RT mean,ORP5_A05_neg Normalized Area,ORP5_A06_neg m/z,ORP5_A06_neg RT mean,ORP5_A06_neg Normalized Area,ORP5_A07_neg m/z,ORP5_A07_neg RT mean,ORP5_A07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.04,8.72,1170.4098,20.16 - 20.23,1,54.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1170.4098,20.21,4.91E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.23E2,0:1.00,20.21,,
,0.04,3.72,728.3148,19.30 - 19.86,2,35.2,-,-,0,728.3135,19.35,1.38E2,-,-,0,-,-,0,-,-,0,728.3162,19.85,1.79E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.29:0:0:0,2.76E1,4.46E1,1.00:1.62,19.60,,
,0.04,3.74,352.9120,2.44 - 4.81,3,619,-,-,0,352.9123,2.95,3.74E3,-,-,0,-,-,0,-,-,0,352.9117,2.75,1.4E3,352.9115,2.86,1.85E2,352.9123,3.41,2.46E2,-,-,0,0:1.00:0:0:0:0.38:0.05:0.07:0,7.47E2,4.59E2,1.00:0.61,2.99,,
,0.04,8.72,1089.1118,20.13 - 20.20,1,48.2,1089.1118,20.18,4.34E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,8.68E1,0,1.00:0,20.18,,
,0.04,8.72,807.7686,2.41 - 2.48,1,16.1,-,-,0,807.7686,2.46,1.45E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,2.9E1,0,1.00:0,2.46,,
,0.04,8.77,418.0422,6.65 - 6.71,1,13.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,418.0422,6.68,1.18E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.94E1,0:1.00,6.68,,
,0.04,8.82,766.8654,10.55 - 10.62,1,17.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,766.8654,10.60,1.56E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.89E1,0:1.00,10.60,,
,0.04,8.82,473.2829,4.45 - 4.60,1,156.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,473.2829,4.56,1.41E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.53E2,0:1.00,4.56,,
,0.04,3.64,607.8501,19.92 - 20.17,1,783.3,-,-,0,-,-,0,-,-,0,607.8502,20.02,4.62E3,-,-,0,-,-,0,607.8505,20.11,7.45E2,-,-,0,607.8496,20.12,1.68E3,0:0:0:1.00:0:0:0.16:0:0.36,9.24E2,6.07E2,1.00:0.66,20.08,,
,0.04,8.82,753.8231,19.37 - 19.43,2,32.4,-,-,0,753.8231,19.41,2.91E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.83E1,0,1.00:0,19.41,,
,0.04,3.55,687.8692,20.12 - 20.26,2,270.5,-,-,0,687.8680,20.19,1.03E3,687.8707,20.21,5.36E2,-,-,0,-,-,0,-,-,0,687.8690,20.21,8.69E2,-,-,0,-,-,0,0:1.00:0.52:0:0:0:0.84:0:0,3.13E2,2.17E2,1.00:0.69,20.20,,
,0.04,3.31,564.8241,10.45 - 14.82,1,2.9E3,-,-,0,-,-,0,-,-,0,564.8242,10.51,1.57E4,-,-,0,-,-,0,564.8245,10.81,4E3,564.8236,10.65,6.19E3,-,-,0,0:0:0:1.00:0:0:0.25:0.39:0,3.14E3,2.55E3,1.00:0.81,10.66,,
,0.04,7.47,598.5070,5.19 - 6.08,1,3.1E3,-,-,0,-,-,0,-,-,0,598.5074,5.69,1.91E3,598.5071,5.80,2.41E4,598.5064,5.84,2.14E3,-,-,0,-,-,0,-,-,0,0:0:0:1.00:12.63:1.12:0:0:0,5.21E3,5.35E2,1.00:0.10,5.78,,
,0.04,4.06,1151.7550,20.09 - 20.24,1,1.2E3,1151.7593,20.13,5.21E3,1151.7520,20.16,2.72E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1151.7538,20.14,3.23E3,1.91:1.00:0:0:0:0:0:0:1.19,1.59E3,8.07E2,1.00:0.51,20.15,,
,0.04,3.80,555.8047,3.25 - 3.75,1,131.2,-,-,0,555.8046,3.66,5.03E2,-,-,0,-,-,0,-,-,0,-,-,0,555.8055,3.42,3.39E2,555.8040,3.35,3.39E2,-,-,0,0:1.00:0:0:0:0:0.67:0.67:0,1.01E2,1.69E2,1.00:1.69,3.48,,
,0.04,3.03,581.1810,5.46 - 6.15,1,440.1,581.1813,5.97,7.81E2,-,-,0,581.1804,5.97,1.44E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,581.1813,5.57,1.74E3,1.00:0:1.84:0:0:0:0:0:2.23,4.44E2,4.36E2,1.00:0.98,5.84,,
,0.04,8.82,429.3009,3.48 - 3.75,1,135.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,429.3009,3.62,1.22E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.05E2,0:1.00,3.62,,
,0.04,3.09,804.3305,20.10 - 20.23,2,618.6,804.3300,20.16,1.39E3,804.3313,20.15,1.78E3,-,-,0,-,-,0,-,-,0,804.3302,20.13,2.4E3,-,-,0,-,-,0,-,-,0,0.78:1.00:0:0:0:1.35:0:0:0,6.34E2,5.99E2,1.00:0.94,20.15,,
,0.04,8.82,498.3086,0.97 - 1.11,1,149.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,498.3086,1.03,1.34E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.36E2,0:1.00,1.03,,
,0.04,4.67,664.8302,15.18 - 20.22,1,5.2E3,-,-,0,-,-,0,664.8293,15.50,7.73E3,664.8298,15.43,7E3,-,-,0,-,-,0,-,-,0,-,-,0,664.8315,15.30,3.25E4,0:0:1.00:0.90:0:0:0:0:4.20,2.95E3,8.12E3,1.00:2.76,15.41,,
,0.04,8.82,523.7754,0.00 - 0.15,1,68.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,523.7750,0.08,4.3E2,523.7757,0.04,1.82E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.42:0:0,0,1.53E2,0:1.00,0.06,,
,0.04,8.82,766.3242,19.75 - 19.86,2,43.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,766.3242,19.81,3.88E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,9.7E1,0:1.00,19.81,,
,0.04,8.88,439.8900,12.38 - 18.33,1,3.6E4,-,-,0,439.8901,17.85,-,-,-,0,-,-,0,-,-,0,439.8898,17.38,2.85E5,-,-,0,-,-,0,-,-,0,0:-:0:0:0:1.00:0:0:0,0,7.12E4,0:1.00,17.62,,
,0.04,5.66,1144.2657,20.14 - 20.23,2,571.6,1144.2646,20.18,2.17E3,-,-,0,-,-,0,1144.2686,20.17,2.19E3,-,-,0,-,-,0,1144.2639,20.20,7.82E2,-,-,0,-,-,0,1.00:0:0:1.01:0:0:0.36:0:0,8.72E2,1.96E2,1.00:0.22,20.18,,
,0.04,8.88,658.8199,18.08 - 18.13,1,31.1,-,-,0,658.8199,18.11,2.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.6E1,0,1.00:0,18.11,,
,0.04,4.04,1368.7170,20.14 - 20.23,1,1.1E3,-,-,0,1368.7216,20.19,3E3,-,-,0,1368.7148,20.17,4.08E3,-,-,0,-,-,0,-,-,0,-,-,0,1368.7145,20.19,2.93E3,0:1.00:0:1.36:0:0:0:0:0.98,1.42E3,7.33E2,1.00:0.52,20.18,,
,0.04,8.93,655.1616,3.15 - 3.46,1,184.3,-,-,0,-,-,0,-,-,0,655.1616,3.29,1.66E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.32E2,0,1.00:0,3.29,,
,0.04,8.93,681.5340,11.77 - 11.84,1,15.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,681.5340,11.80,1.43E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.58E1,0:1.00,11.80,,
,0.04,8.93,979.8129,20.11 - 20.21,1,199.4,-,-,0,-,-,0,979.8171,20.18,8.85E2,979.8086,20.17,9.1E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.03:0:0:0:0:0,3.59E2,0,1.00:0,20.18,,
,0.04,8.93,413.2555,2.35 - 2.55,1,253,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,413.2555,2.47,2.28E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,5.69E2,0:1.00,2.47,,
,0.04,3.56,442.3184,2.26 - 2.40,2,348.8,442.3187,2.33,1.46E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,442.3179,2.34,4.87E2,442.3186,2.33,1.19E3,-,-,0,1.00:0:0:0:0:0:0.33:0.82:0,2.92E2,4.2E2,1.00:1.44,2.33,,
,0.04,8.90,770.7198,18.67 - 20.08,1,1.7E3,770.7188,19.06,7.81E3,-,-,0,770.7216,19.69,1.52E3,770.7191,18.91,5.59E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.19:0.72:0:0:0:0:0,2.98E3,0,1.00:0,19.22,,
,0.04,4.53,736.3419,20.06 - 20.26,2,436.1,-,-,0,736.3411,20.19,1.3E3,-,-,0,-,-,0,-,-,0,-,-,0,736.3433,20.14,8.49E2,-,-,0,736.3412,20.17,1.78E3,0:1.00:0:0:0:0:0.65:0:1.37,2.59E2,6.57E2,1.00:2.54,20.16,,
,0.04,8.85,1027.3044,20.14 - 20.21,2,232.7,1027.3011,20.20,9.56E2,-,-,0,-,-,0,1027.3076,20.17,1.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.19:0:0:0:0:0,4.19E2,0,1.00:0,20.19,,
,0.04,7.85,405.2672,1.91 - 2.69,1,414.4,405.2664,1.92,1.47E2,-,-,0,-,-,0,405.2678,2.58,1.55E3,405.2671,2.59,1.78E3,-,-,0,405.2673,2.18,2.5E2,-,-,0,-,-,0,1.00:0:0:10.57:12.14:0:1.70:0:0,6.96E2,6.25E1,1.00:0.09,2.32,,
,0.04,5.31,631.3869,20.04 - 20.23,2,438.8,-,-,0,631.3868,20.17,9.77E2,-,-,0,-,-,0,-,-,0,631.3881,20.18,1.69E3,631.3856,20.16,1.28E3,-,-,0,-,-,0,0:1.00:0:0:0:1.73:1.31:0:0,1.95E2,7.43E2,1.00:3.80,20.17,,
,0.04,8.85,505.1010,4.03 - 4.13,1,9.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,505.1010,4.06,8.22E1,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.05E1,0:1.00,4.06,,
,0.04,8.85,997.2745,0.11 - 0.17,1,9.6E3,-,-,0,997.2745,0.15,8.63E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.73E4,0,1.00:0,0.15,,
,0.04,7.66,521.9919,1.38 - 2.92,1,2.9E3,-,-,0,-,-,0,521.9915,1.63,2.78E3,-,-,0,-,-,0,521.9923,1.86,7.53E3,-,-,0,-,-,0,521.9920,1.93,1.56E4,0:0:1.00:0:0:2.70:0:0:5.60,5.57E2,5.77E3,1.00:10.38,1.81,,
,0.04,8.85,558.8367,3.76 - 3.93,2,63.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,558.8367,3.92,5.72E2,0:0:0:0:0:0:0:0:1.00,0,1.43E2,0:1.00,3.92,,
,0.04,8.85,1126.7463,20.07 - 20.22,2,292.9,-,-,0,1126.7427,20.20,1.29E3,-,-,0,1126.7499,20.16,1.35E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.04:0:0:0:0:0,5.27E2,0,1.00:0,20.18,,
,0.04,8.80,282.8981,16.70 - 16.77,3,15.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,282.8981,16.72,1.4E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.51E1,0:1.00,16.72,,
,0.04,8.80,1379.7024,20.17 - 20.23,1,466.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1379.7024,20.18,4.2E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,1.05E3,0:1.00,20.18,,
,0.04,8.80,672.8250,16.26 - 16.34,2,26.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,672.8250,16.30,2.4E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,6.01E1,0:1.00,16.30,,
,0.04,3.02,428.7938,8.99 - 15.32,2,2.8E3,-,-,0,428.7938,10.32,1.4E4,-,-,0,-,-,0,-,-,0,428.7939,9.48,4.4E3,428.7937,9.48,6.94E3,-,-,0,-,-,0,0:1.00:0:0:0:0.31:0.49:0:0,2.8E3,2.83E3,1.00:1.01,9.76,,
,0.04,8.80,550.9366,1.58 - 1.67,1,79,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,550.9366,1.62,7.11E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,1.78E2,0:1.00,1.62,,
,0.04,8.80,620.4207,3.96 - 4.11,3,40,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,620.4207,4.10,3.6E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,9.01E1,0:1.00,4.10,,
,0.04,4.06,987.3000,20.10 - 20.22,1,584.8,-,-,0,-,-,0,-,-,0,987.2964,20.15,2.04E3,-,-,0,987.3024,20.15,1.73E3,-,-,0,987.3013,20.17,1.49E3,-,-,0,0:0:0:1.00:0:0.84:0:0.73:0,4.09E2,8.04E2,1.00:1.97,20.16,,
,0.04,3.25,700.8001,6.61 - 7.23,1,804.6,-,-,0,700.8007,6.75,8.24E2,-,-,0,-,-,0,700.7991,6.87,2.9E3,-,-,0,700.7985,6.65,2.89E2,-,-,0,700.8020,6.81,3.23E3,0:1.00:0:0:3.52:0:0.35:0:3.92,7.44E2,8.8E2,1.00:1.18,6.77,,
,0.04,8.80,429.3015,3.36 - 3.44,1,38.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,429.3015,3.38,3.49E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.73E1,0:1.00,3.38,,
,0.04,8.80,801.7576,14.05 - 14.12,1,25.2,-,-,0,801.7576,14.06,2.26E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.53E1,0,1.00:0,14.06,,
,0.04,3.18,301.2177,2.17 - 2.88,1,1.3E3,-,-,0,-,-,0,-,-,0,301.2178,2.67,5.98E3,-,-,0,301.2177,2.67,5.42E3,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.91:0:0:0,1.2E3,1.35E3,1.00:1.13,2.67,,
,0.04,8.80,1220.7360,20.13 - 20.22,1,770.5,1220.7336,20.18,2.97E3,1220.7372,20.16,1.98E3,1220.7373,20.18,1.98E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.50:1.00:1.00:0:0:0:0:0:0,1.39E3,0,1.00:0,20.17,,
,0.04,8.80,1012.7332,20.23 - 20.29,1,68.9,-,-,0,1012.7332,20.24,6.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.24E2,0,1.00:0,20.24,,
,0.04,3.92,866.7974,16.19 - 20.28,1,1.9E4,866.7981,18.54,6.87E4,-,-,0,866.7961,18.34,8.11E2,-,-,0,-,-,0,-,-,0,866.7946,19.36,4.21E4,866.7986,18.60,1.22E3,866.7998,17.13,5.75E4,1.00:0:0.01:0:0:0:0.61:0.02:0.84,1.39E4,2.52E4,1.00:1.81,18.39,,
,0.04,8.80,496.7821,6.98 - 8.07,1,445.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,496.7822,7.27,8.82E2,496.7827,7.62,2.18E3,496.7814,7.45,9.4E2,-,-,0,0:0:0:0:0:1.00:2.48:1.07:0,0,1E3,0:1.00,7.44,,
,0.04,8.80,1351.7067,20.12 - 20.21,1,513.1,1351.7024,20.16,2.53E3,-,-,0,-,-,0,1351.7109,20.20,2.09E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.83:0:0:0:0:0,9.24E2,0,1.00:0,20.18,,
,0.04,5.96,592.7703,10.76 - 11.91,1,136.3,-,-,0,592.7698,10.82,2.38E2,-,-,0,-,-,0,-,-,0,592.7707,11.82,5.95E2,-,-,0,592.7706,11.37,3.94E2,-,-,0,0:1.00:0:0:0:2.50:0:1.66:0,4.76E1,2.47E2,1.00:5.20,11.34,,
,0.04,8.80,357.8282,3.38 - 3.53,1,37.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,357.8282,3.43,3.37E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,8.42E1,0:1.00,3.43,,
,0.04,3.56,397.8896,5.01 - 5.91,1,166.5,397.8896,5.14,5.31E2,397.8896,5.52,4.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,397.8896,5.79,5.33E2,-,-,0,1.22:1.00:0:0:0:0:0:1.23:0,1.93E2,1.33E2,1.00:0.69,5.48,,
,0.04,8.80,967.7535,11.60 - 11.70,1,38.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,967.7535,11.61,3.45E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,8.64E1,0:1.00,11.61,,
,0.04,8.80,633.0542,0.16 - 0.46,3,1.7E4,-,-,0,-,-,0,-,-,0,633.0542,0.16,1.5E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.99E4,0,1.00:0,0.16,,
,0.04,3.18,484.8834,7.18 - 8.29,1,630.9,-,-,0,484.8832,7.45,2.11E3,484.8838,7.63,1.21E3,-,-,0,-,-,0,484.8832,8.01,2.36E3,-,-,0,-,-,0,-,-,0,0:1.00:0.57:0:0:1.12:0:0:0,6.64E2,5.89E2,1.00:0.89,7.69,,
,0.04,8.85,474.8540,2.13 - 7.49,2,1.6E4,474.8540,2.49,1.41E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.82E4,0,1.00:0,2.49,,
,0.04,8.85,497.1949,1.79 - 1.94,1,133.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,497.1949,1.89,1.2E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.01E2,0:1.00,1.89,,
,0.04,3.46,1248.7216,20.09 - 20.25,1,1.1E3,-,-,0,-,-,0,-,-,0,1248.7224,20.15,2.64E3,1248.7169,20.19,3.48E3,-,-,0,-,-,0,-,-,0,1248.7253,20.21,3.6E3,0:0:0:1.00:1.32:0:0:0:1.36,1.22E3,9E2,1.00:0.73,20.19,,
,0.04,3.87,514.9613,2.16 - 2.39,1,349,-,-,0,-,-,0,-,-,0,514.9614,2.35,1.22E3,514.9614,2.34,9.38E2,-,-,0,-,-,0,514.9609,2.23,9.82E2,-,-,0,0:0:0:1.00:0.77:0:0:0.80:0,4.32E2,2.46E2,1.00:0.57,2.31,,
,0.04,4.34,738.8058,17.59 - 19.64,1,485.8,738.8105,19.43,2.78E3,738.8067,17.63,4.6E2,-,-,0,-,-,0,-,-,0,738.8088,19.00,9E2,-,-,0,738.7971,18.61,2.29E2,-,-,0,6.05:1.00:0:0:0:1.95:0:0.50:0,6.49E2,2.82E2,1.00:0.44,18.67,,
,0.04,8.90,401.1824,0.23 - 0.60,1,1.9E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,401.1824,0.31,1.73E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,4.33E3,0:1.00,0.31,,
,0.04,3.19,444.8189,0.64 - 3.33,1,2E3,-,-,0,444.8188,2.42,9.26E3,-,-,0,-,-,0,-,-,0,444.8194,2.02,3.43E3,-,-,0,444.8184,1.61,4.99E3,-,-,0,0:1.00:0:0:0:0.37:0:0.54:0,1.85E3,2.1E3,1.00:1.14,2.02,,
,0.04,3.36,458.8151,18.74 - 19.14,3,34.9,-,-,0,458.8148,19.08,1.93E2,-,-,0,-,-,0,-,-,0,-,-,0,458.8154,18.78,1.21E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.63:0:0,3.85E1,3.02E1,1.00:0.78,18.93,,
,0.04,5.12,588.8263,3.74 - 9.45,1,6.2E3,-,-,0,588.8262,4.32,1.64E4,-,-,0,-,-,0,-,-,0,588.8260,4.45,1.59E4,588.8256,4.86,-,588.8273,3.96,1.75E4,-,-,0,0:1.00:0:0:0:0.97:-:1.07:0,3.27E3,1.12E4,1.00:3.41,4.40,,
,0.04,3.90,526.3550,3.08 - 3.17,2,324.8,526.3551,3.13,2.02E3,-,-,0,-,-,0,-,-,0,-,-,0,526.3553,3.14,3.9E2,526.3544,3.13,5.17E2,-,-,0,-,-,0,1.00:0:0:0:0:0.19:0.26:0:0,4.03E2,2.27E2,1.00:0.56,3.13,,
,0.04,8.94,251.0687,0.13 - 0.25,1,1.7E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,251.0690,0.15,7.86E3,251.0684,0.16,7.67E3,0:0:0:0:0:0:0:1.00:0.98,0,3.88E3,0:1.00,0.15,,
,0.04,4.04,507.8777,16.17 - 18.44,1,1.4E3,-,-,0,507.8778,16.46,6.3E3,-,-,0,507.8772,16.36,2.64E3,-,-,0,-,-,0,-,-,0,507.8779,16.71,3.71E3,-,-,0,0:1.00:0:0.42:0:0:0:0.59:0,1.79E3,9.28E2,1.00:0.52,16.51,,
,0.04,8.94,826.8185,19.30 - 19.35,1,22.9,-,-,0,826.8185,19.33,2.06E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.13E1,0,1.00:0,19.33,,
,0.04,4.13,610.8251,18.53 - 20.16,1,1.2E3,-,-,0,-,-,0,-,-,0,610.8257,18.97,4.08E3,-,-,0,-,-,0,610.8248,19.28,3.33E3,610.8250,18.65,3.28E3,-,-,0,0:0:0:1.00:0:0:0.82:0.80:0,8.16E2,1.65E3,1.00:2.03,18.97,,
,0.04,8.94,1173.7708,19.20 - 19.29,1,40,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1173.7708,19.28,3.6E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,9.01E1,0:1.00,19.28,,
,0.04,8.07,824.8170,18.75 - 19.30,1,626.1,-,-,0,824.8177,18.95,5.33E2,-,-,0,-,-,0,-,-,0,824.8167,19.06,2.44E3,-,-,0,824.8165,18.95,2.66E3,-,-,0,0:1.00:0:0:0:4.58:0:4.99:0,1.07E2,1.28E3,1.00:11.97,18.99,,
,0.04,8.89,275.8251,8.52 - 9.12,1,255,275.8249,8.94,8.6E2,-,-,0,-,-,0,275.8249,8.60,7.82E2,275.8254,8.74,6.53E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0.91:0.76:0:0:0:0,4.59E2,0,1.00:0,8.76,,
,0.04,8.89,969.7834,20.09 - 20.24,2,409,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,969.7823,20.16,2.05E3,969.7817,20.17,8.13E2,969.7861,20.21,8.13E2,0:0:0:0:0:0:1.00:0.40:0.40,0,9.2E2,0:1.00,20.18,,
,0.04,4.32,458.8820,2.22 - 9.38,1,5.2E4,458.8820,4.52,8.67E4,-,-,0,-,-,0,458.8818,4.56,7.76E4,-,-,0,-,-,0,458.8821,4.38,3E5,-,-,0,-,-,0,1.00:0:0:0.89:0:0:3.46:0:0,3.29E4,7.5E4,1.00:2.28,4.49,,
,0.04,8.84,1229.7699,20.10 - 20.22,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1229.7734,20.18,3.72E3,1229.7659,20.19,3.21E3,1229.7704,20.17,2.92E3,-,-,0,0:0:0:0:0:1.00:0.86:0.79:0,0,2.46E3,0:1.00,20.18,,
,0.04,8.84,556.3160,3.45 - 3.67,1,323.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,556.3171,3.63,1.21E3,556.3153,3.64,9.36E2,-,-,0,556.3156,3.64,7.68E2,0:0:0:0:0:1.00:0.78:0:0.64,0,7.28E2,0:1.00,3.64,,
,0.04,3.59,568.8416,21.02 - 21.90,1,309.7,-,-,0,568.8423,21.43,1.81E3,-,-,0,-,-,0,-,-,0,568.8409,21.17,6.25E2,568.8415,21.34,3.55E2,-,-,0,-,-,0,0:1.00:0:0:0:0.35:0.20:0:0,3.62E2,2.45E2,1.00:0.68,21.31,,
,0.04,8.79,511.3597,8.81 - 9.67,1,300.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,511.3597,9.38,2.7E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,6.76E2,0:1.00,9.38,,
,0.04,4.00,1143.7605,20.11 - 20.24,1,1.3E3,-,-,0,-,-,0,1143.7651,20.20,4.49E3,-,-,0,-,-,0,-,-,0,1143.7604,20.19,3.2E3,1143.7559,20.17,3.62E3,-,-,0,0:0:1.00:0:0:0:0.71:0.81:0,8.98E2,1.71E3,1.00:1.90,20.19,,
,0.04,8.74,1010.7949,20.12 - 20.22,2,150.8,-,-,0,-,-,0,-,-,0,1010.7949,20.15,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.71E2,0,1.00:0,20.15,,
,0.04,3.78,747.8706,20.14 - 20.25,1,380,-,-,0,-,-,0,747.8716,20.20,9.86E2,-,-,0,747.8707,20.19,1.33E3,747.8694,20.18,1.11E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.35:1.12:0:0:0,4.62E2,2.77E2,1.00:0.60,20.19,,
,0.04,8.74,1228.0825,20.13 - 20.21,1,124.8,-,-,0,1228.0881,20.19,4.01E2,1228.0768,20.18,7.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.80:0:0:0:0:0:0,2.25E2,0,1.00:0,20.18,,
