Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS2_C00_neg m/z,CLVS2_C00_neg RT mean,CLVS2_C00_neg Normalized Area,CLVS2_C04_neg m/z,CLVS2_C04_neg RT mean,CLVS2_C04_neg Normalized Area,CLVS2_C05_neg m/z,CLVS2_C05_neg RT mean,CLVS2_C05_neg Normalized Area,CLVS2_C06_neg m/z,CLVS2_C06_neg RT mean,CLVS2_C06_neg Normalized Area,CLVS2_C07_neg m/z,CLVS2_C07_neg RT mean,CLVS2_C07_neg Normalized Area,CLVS2_C08_neg m/z,CLVS2_C08_neg RT mean,CLVS2_C08_neg Normalized Area,CLVS2_C09_neg m/z,CLVS2_C09_neg RT mean,CLVS2_C09_neg Normalized Area,CLVS2_C10_neg m/z,CLVS2_C10_neg RT mean,CLVS2_C10_neg Normalized Area,CLVS2_C11_neg m/z,CLVS2_C11_neg RT mean,CLVS2_C11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,4.02,553.8720,18.80 - 19.48,1,299.4,-,-,0,553.8724,19.29,1.93E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,553.8717,18.90,7.65E2,-,-,0,0:1.00:0:0:0:0:0:0.40:0,3.86E2,1.91E2,1.00:0.50,19.09,,
,0.01,8.31,815.7942,14.04 - 15.12,1,98.1,-,-,0,-,-,0,815.7959,14.09,4.63E2,-,-,0,815.7925,15.10,4.2E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.91:0:0:0:0,1.77E2,0,1.00:0,14.59,,
,0.01,3.10,688.8404,17.00 - 17.50,1,301.9,-,-,0,-,-,0,-,-,0,688.8408,17.41,1.56E3,-,-,0,-,-,0,-,-,0,-,-,0,688.8400,17.07,1.16E3,0:0:0:1.00:0:0:0:0:0.74,3.11E2,2.9E2,1.00:0.93,17.24,,
,0.01,8.27,496.8310,9.71 - 11.53,2,1.8E3,-,-,0,496.8307,9.91,3.76E3,-,-,0,-,-,0,496.8313,10.87,1.23E4,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:3.25:0:0:0:0,3.2E3,0,1.00:0,10.39,,
,0.01,3.21,702.7318,8.80 - 9.10,1,44.4,702.7338,9.07,2.37E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,702.7297,8.86,1.63E2,-,-,0,1.00:0:0:0:0:0:0:0.69:0,4.74E1,4.07E1,1.00:0.86,8.96,,
,0.01,3.42,460.8647,5.47 - 6.63,1,1.1E3,-,-,0,460.8654,6.14,4.76E3,-,-,0,-,-,0,-,-,0,-,-,0,460.8641,5.56,5.16E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.08:0:0,9.51E2,1.29E3,1.00:1.36,5.85,,
,0.01,4.23,740.7858,6.03 - 6.95,1,101.5,-,-,0,-,-,0,-,-,0,740.7867,6.07,3.22E2,-,-,0,-,-,0,-,-,0,-,-,0,740.7849,6.90,5.91E2,0:0:0:1.00:0:0:0:0:1.84,6.44E1,1.48E2,1.00:2.30,6.49,,
,0.01,8.27,419.0490,0.65 - 0.80,1,214.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,419.0490,0.72,1.93E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,4.82E2,0:1.00,0.72,,
,0.01,4.73,250.1434,2.51 - 8.68,1,3E3,-,-,0,250.1437,3.60,8.36E3,-,-,0,-,-,0,-,-,0,-,-,0,250.1435,3.68,-,-,-,0,250.1431,3.48,1.55E4,0:1.00:0:0:0:0:-:0:1.85,1.67E3,5.15E3,1.00:3.08,3.59,,
,0.01,3.08,987.8006,16.36 - 17.15,1,137.2,-,-,0,-,-,0,-,-,0,-,-,0,987.7986,17.12,6.68E2,-,-,0,-,-,0,-,-,0,987.8026,16.36,5.67E2,0:0:0:0:1.00:0:0:0:0.85,1.34E2,1.42E2,1.00:1.06,16.74,,
,0.01,8.27,778.7479,8.30 - 8.95,1,439.4,-,-,0,-,-,0,-,-,0,-,-,0,778.7479,8.92,3.95E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,7.91E2,0,1.00:0,8.92,,
,0.01,8.27,316.8871,6.75 - 6.92,1,60.1,316.8873,6.82,1.58E2,-,-,0,316.8868,6.80,3.83E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.41:0:1.00:0:0:0:0:0:0,1.08E2,0,1.00:0,6.81,,
,0.01,8.27,856.7698,15.42 - 16.27,1,863.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,856.7690,16.04,5.85E3,-,-,0,856.7705,15.49,1.92E3,0:0:0:0:0:0:1.00:0:0.33,0,1.94E3,0:1.00,15.77,,
,0.01,3.75,523.8493,2.51 - 2.89,1,38.7,523.8507,2.88,1.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,523.8480,2.55,2.01E2,-,-,0,1.00:0:0:0:0:0:0:1.36:0,2.95E1,5.02E1,1.00:1.70,2.71,,
,0.01,8.27,646.7849,5.03 - 5.59,1,156.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,646.7863,5.09,8.25E2,646.7834,5.53,5.84E2,-,-,0,0:0:0:0:0:0:1.00:0.71:0,0,3.52E2,0:1.00,5.31,,
,0.01,8.27,496.8315,7.43 - 7.69,1,122.2,-,-,0,-,-,0,496.8315,7.66,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.2E2,0,1.00:0,7.66,,
,0.01,3.58,650.3341,19.43 - 20.01,1,191.5,-,-,0,-,-,0,650.3322,19.47,7.79E2,-,-,0,-,-,0,-,-,0,-,-,0,650.3361,19.94,9.44E2,-,-,0,0:0:1.00:0:0:0:0:1.21:0,1.56E2,2.36E2,1.00:1.51,19.70,,
,0.01,8.27,642.8445,1.62 - 2.27,1,85,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,642.8456,1.61,2.59E2,-,-,0,-,-,0,642.8434,2.25,5.06E2,0:0:0:0:0:1.00:0:0:1.95,0,1.91E2,0:1.00,1.93,,
,0.01,3.52,586.8104,12.36 - 13.29,1,109.7,-,-,0,-,-,0,-,-,0,-,-,0,586.8093,12.95,4.69E2,-,-,0,586.8118,13.02,-,586.8102,12.39,4.09E2,-,-,0,0:0:0:0:1.00:0:-:0.87:0,9.37E1,1.36E2,1.00:1.46,12.79,,
,0.01,3.72,271.0079,8.53 - 9.50,9,78.4,-,-,0,-,-,0,-,-,0,-,-,0,271.0077,8.73,4.76E2,-,-,0,-,-,0,-,-,0,271.0082,9.45,2.29E2,0:0:0:0:1.00:0:0:0:0.48,9.53E1,5.73E1,1.00:0.60,9.09,,
,0.01,8.27,316.8748,10.23 - 11.03,8,540.3,-,-,0,-,-,0,316.8748,10.65,1.72E3,-,-,0,316.8748,10.94,3.14E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.82:0:0:0:0,9.73E2,0,1.00:0,10.79,,
,0.01,8.27,804.7597,9.20 - 9.52,1,120.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,804.7604,9.46,3.62E2,804.7590,9.29,7.22E2,0:0:0:0:0:0:0:1.00:1.99,0,2.71E2,0:1.00,9.38,,
,0.01,4.12,580.7949,5.59 - 6.12,1,69.6,-,-,0,-,-,0,-,-,0,-,-,0,580.7944,6.09,2.3E2,580.7953,5.62,3.97E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:1.73:0:0:0,4.6E1,9.92E1,1.00:2.16,5.85,,
,0.01,3.64,457.3162,2.12 - 3.45,1,1.3E3,-,-,0,457.3171,2.32,5.06E3,-,-,0,-,-,0,-,-,0,-,-,0,457.3153,2.99,6.36E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.26:0:0,1.01E3,1.59E3,1.00:1.57,2.65,,
,0.01,8.27,472.8328,21.88 - 21.99,1,222.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,472.8328,21.90,2E3,0:0:0:0:0:0:0:0:1.00,0,5E2,0:1.00,21.90,,
,0.01,8.27,543.8432,6.50 - 6.94,1,111.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,543.8450,6.56,5.55E2,-,-,0,543.8414,6.90,4.5E2,0:0:0:0:0:0:1.00:0:0.81,0,2.51E2,0:1.00,6.73,,
,0.01,8.27,799.8196,3.97 - 5.06,3,229.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,799.8188,4.00,3.31E2,-,-,0,799.8205,4.74,1.74E3,-,-,0,0:0:0:0:0:1.00:0:5.25:0,0,5.17E2,0:1.00,4.37,,
,0.01,8.27,702.8044,9.41 - 9.75,1,101.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,702.8070,9.73,4.6E2,-,-,0,-,-,0,702.8018,9.47,4.57E2,0:0:0:0:0:1.00:0:0:0.99,0,2.29E2,0:1.00,9.60,,
,0.01,3.94,407.8692,10.67 - 12.28,1,220,-,-,0,407.8686,12.04,1.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,407.8698,10.75,5.82E2,-,-,0,0:1.00:0:0:0:0:0:0.42:0,2.8E2,1.45E2,1.00:0.52,11.40,,
,0.01,4.47,614.8355,11.63 - 12.36,1,118.3,-,-,0,-,-,0,-,-,0,614.8365,12.34,3.41E2,-,-,0,-,-,0,-,-,0,614.8345,11.71,7.24E2,-,-,0,0:0:0:1.00:0:0:0:2.12:0,6.82E1,1.81E2,1.00:2.65,12.02,,
,0.01,8.23,476.1290,4.25 - 4.50,1,159.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,476.1290,4.42,1.44E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.59E2,0:1.00,4.42,,
,0.01,8.23,317.9510,20.79 - 21.41,1,112.4,-,-,0,-,-,0,317.9506,20.82,1.25E2,317.9514,21.24,8.86E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:7.08:0:0:0:0:0,2.02E2,0,1.00:0,21.03,,
,0.01,8.23,685.8330,8.29 - 9.21,1,71,685.8314,8.35,2.28E2,-,-,0,-,-,0,685.8346,9.20,4.11E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:1.80:0:0:0:0:0,1.28E2,0,1.00:0,8.77,,
,0.01,5.43,272.1691,10.92 - 12.93,1,138,272.1691,11.22,1.06E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,272.1691,12.84,1.86E2,-,-,0,1.00:0:0:0:0:0:0:0.18:0,2.11E2,4.65E1,1.00:0.22,12.03,,
,0.01,8.23,673.8044,20.32 - 20.38,1,25.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,673.8044,20.37,2.33E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,5.82E1,0:1.00,20.37,,
,0.01,8.23,672.8006,10.04 - 10.57,1,100.6,-,-,0,-,-,0,672.8021,10.50,3.57E2,-,-,0,672.7990,10.09,5.49E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.54:0:0:0:0,1.81E2,0,1.00:0,10.30,,
,0.01,8.27,386.8601,7.13 - 8.30,1,261.1,-,-,0,386.8599,7.20,9.89E2,-,-,0,386.8603,8.10,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.38:0:0:0:0:0,4.7E2,0,1.00:0,7.65,,
,0.01,8.27,813.8112,20.11 - 20.20,1,81.6,-,-,0,-,-,0,813.8112,20.12,7.34E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.47E2,0,1.00:0,20.12,,
,0.01,8.27,268.8003,13.88 - 14.55,3,115.3,268.8000,13.96,4.32E2,268.8007,14.51,6.06E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.40:0:0:0:0:0:0:0,2.08E2,0,1.00:0,14.23,,
,0.01,3.45,344.8952,5.07 - 5.43,3,29.9,-,-,0,-,-,0,-,-,0,344.8957,5.42,1.7E2,-,-,0,-,-,0,344.8947,5.10,9.86E1,-,-,0,-,-,0,0:0:0:1.00:0:0:0.58:0:0,3.41E1,2.47E1,1.00:0.72,5.26,,
,0.01,8.27,743.8228,19.09 - 19.20,1,136.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,743.8228,19.15,1.22E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.06E2,0:1.00,19.15,,
,0.01,8.27,714.7762,6.64 - 7.12,1,129,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,714.7769,6.75,6.78E2,-,-,0,714.7756,7.11,4.83E2,0:0:0:0:0:0:1.00:0:0.71,0,2.9E2,0:1.00,6.93,,
,0.01,8.27,700.7314,19.75 - 19.96,1,154.2,700.7299,19.91,5.48E2,700.7328,19.82,8.4E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.53:0:0:0:0:0:0:0,2.78E2,0,1.00:0,19.86,,
,0.01,8.27,528.8513,9.10 - 15.49,1,5.8E4,-,-,0,528.8521,9.68,2.75E5,528.8505,10.49,2.51E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.10:1.00:0:0:0:0:0:0,1.05E5,0,1.00:0,10.09,,
,0.01,8.27,618.8459,20.23 - 20.35,1,91.2,-,-,0,618.8428,20.29,3.78E2,-,-,0,618.8490,20.25,4.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.17:0:0:0:0:0,1.64E2,0,1.00:0,20.27,,
,0.01,8.24,1255.4069,20.12 - 20.22,3,267.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1255.4069,20.18,2.41E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,6.02E2,0:1.00,20.18,,
,0.01,8.24,729.3482,20.11 - 20.28,2,274.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,729.3445,20.23,1.13E3,-,-,0,-,-,0,729.3519,20.21,1.34E3,0:0:0:0:0:1.00:0:0:1.19,0,6.17E2,0:1.00,20.22,,
,0.01,3.10,327.9198,2.87 - 3.22,3,58,-,-,0,-,-,0,327.9209,2.91,2.81E2,-,-,0,-,-,0,327.9187,3.04,2.41E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0.86:0:0:0,5.62E1,6.03E1,1.00:1.07,2.97,,
,0.01,5.95,680.8102,6.52 - 6.94,1,116.4,680.8087,6.92,1.84E2,-,-,0,-,-,0,-,-,0,-,-,0,680.8118,6.63,8.64E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:4.70:0:0:0,3.68E1,2.16E2,1.00:5.87,6.78,,
,0.01,3.84,358.8418,17.11 - 17.86,3,113.7,-,-,0,-,-,0,-,-,0,358.8416,17.13,4.18E2,-,-,0,-,-,0,358.8419,17.84,6.06E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.45:0:0,8.36E1,1.51E2,1.00:1.81,17.48,,
,0.01,4.31,788.7753,17.27 - 18.72,1,2.6E3,-,-,0,-,-,0,788.7778,17.53,8E3,-,-,0,-,-,0,-,-,0,-,-,0,788.7728,18.12,1.55E4,-,-,0,0:0:1.00:0:0:0:0:1.94:0,1.6E3,3.88E3,1.00:2.42,17.82,,
,0.01,3.12,814.7866,12.23 - 12.74,1,238.1,-,-,0,-,-,0,-,-,0,814.7843,12.33,1.15E3,-,-,0,-,-,0,814.7889,12.69,9.97E2,-,-,0,-,-,0,0:0:0:1.00:0:0:0.87:0:0,2.29E2,2.49E2,1.00:1.09,12.51,,
,0.01,8.24,642.7832,6.30 - 7.40,1,259.5,-,-,0,-,-,0,-,-,0,642.7842,6.38,1.34E3,642.7822,7.25,9.93E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.74:0:0:0:0,4.67E2,0,1.00:0,6.82,,
,0.01,8.21,419.8302,0.63 - 1.51,1,62.3,-,-,0,-,-,0,419.8302,1.49,2.97E2,419.8302,0.68,2.64E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0.89:0:0:0:0:0,1.12E2,0,1.00:0,1.08,,
,0.01,3.02,674.3330,11.97 - 13.74,2,57.2,-,-,0,-,-,0,-,-,0,674.3337,13.74,2.87E2,-,-,0,674.3323,12.02,2.28E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.79:0:0:0,5.75E1,5.69E1,1.00:0.99,12.88,,
,0.01,8.21,372.8307,5.19 - 5.69,1,68.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,372.8307,5.24,3.01E2,372.8307,5.64,3.14E2,-,-,0,-,-,0,0:0:0:0:0:1.00:1.04:0:0,0,1.54E2,0:1.00,5.44,,
,0.01,8.21,854.8292,11.32 - 15.44,1,3.7E3,-,-,0,854.8235,12.91,1.34E4,854.8348,13.05,1.97E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.68:1.00:0:0:0:0:0:0,6.62E3,0,1.00:0,12.98,,
,0.01,8.17,722.7898,14.68 - 15.28,1,965.8,-,-,0,-,-,0,722.7876,14.87,4.54E3,-,-,0,722.7920,14.80,4.15E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.92:0:0:0:0,1.74E3,0,1.00:0,14.84,,
,0.01,3.59,737.7763,11.25 - 11.63,1,97.7,-,-,0,-,-,0,-,-,0,737.7771,11.29,3.95E2,-,-,0,-,-,0,737.7756,11.62,4.84E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.23:0:0,7.9E1,1.21E2,1.00:1.53,11.46,,
,0.01,3.18,642.7693,17.40 - 17.62,1,184,-,-,0,-,-,0,-,-,0,642.7695,17.56,9.74E2,-,-,0,-,-,0,-,-,0,642.7690,17.46,6.82E2,-,-,0,0:0:0:1.00:0:0:0:0.70:0,1.95E2,1.71E2,1.00:0.88,17.51,,
,0.01,8.17,577.0829,2.85 - 2.97,1,119.8,-,-,0,-,-,0,577.0829,2.90,1.08E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.16E2,0,1.00:0,2.90,,
,0.01,8.17,800.7988,17.26 - 17.62,1,253.6,-,-,0,800.8007,17.52,1.35E3,800.7970,17.31,9.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.44:1.00:0:0:0:0:0:0,4.56E2,0,1.00:0,17.41,,
,0.01,5.03,464.8236,15.53 - 16.63,1,119.9,-,-,0,464.8235,15.58,8.88E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,464.8237,16.60,1.91E2,-,-,0,0:1.00:0:0:0:0:0:0.21:0,1.78E2,4.76E1,1.00:0.27,16.09,,
,0.01,8.14,612.8262,16.97 - 17.04,1,24.2,-,-,0,612.8262,17.02,2.17E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.35E1,0,1.00:0,17.02,,
,0.01,8.14,719.8573,14.47 - 14.96,1,141.1,-,-,0,719.8563,14.91,5.91E2,-,-,0,-,-,0,719.8583,14.58,6.79E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.15:0:0:0:0,2.54E2,0,1.00:0,14.74,,
,0.01,3.31,455.8638,21.45 - 21.67,1,34.6,-,-,0,-,-,0,-,-,0,455.8638,21.50,1.55E2,-,-,0,-,-,0,-,-,0,455.8638,21.64,1.56E2,-,-,0,0:0:0:1.00:0:0:0:1.01:0,3.11E1,3.91E1,1.00:1.26,21.57,,
,0.01,8.14,672.0251,2.84 - 3.36,1,265.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,672.0251,2.88,2.39E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,5.98E2,0:1.00,2.88,,
,0.01,3.03,620.7828,5.87 - 6.30,1,45.1,620.7828,6.27,2.23E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,620.7828,5.90,1.83E2,1.00:0:0:0:0:0:0:0:0.82,4.46E1,4.56E1,1.00:1.02,6.08,,
,0.01,8.14,876.8224,14.47 - 15.01,1,265.3,-,-,0,876.8198,14.88,1.13E3,-,-,0,876.8251,14.53,1.26E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.11:0:0:0:0:0,4.77E2,0,1.00:0,14.70,,
,0.01,3.21,630.8093,2.57 - 3.48,1,128,-,-,0,-,-,0,-,-,0,630.8088,3.37,5.95E2,-,-,0,630.8097,2.59,5.57E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.94:0:0:0,1.19E2,1.39E2,1.00:1.17,2.98,,
,0.01,3.34,454.8475,10.08 - 11.67,1,186.5,-,-,0,-,-,0,-,-,0,454.8472,10.91,8.27E2,-,-,0,454.8479,10.15,8.52E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.03:0:0:0,1.65E2,2.13E2,1.00:1.29,10.53,,
,0.01,4.35,431.0737,3.31 - 3.54,1,165.2,-,-,0,-,-,0,-,-,0,431.0731,3.35,4.93E2,-,-,0,-,-,0,431.0742,3.51,9.94E2,-,-,0,-,-,0,0:0:0:1.00:0:0:2.01:0:0,9.87E1,2.48E2,1.00:2.52,3.43,,
,0.01,8.14,562.8035,8.80 - 9.33,2,110.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,562.8043,9.22,5.56E2,-,-,0,562.8026,8.83,4.4E2,-,-,0,0:0:0:0:0:1.00:0:0.79:0,0,2.49E2,0:1.00,9.02,,
,0.01,8.14,275.8230,11.15 - 12.47,1,170.8,-,-,0,275.8233,11.30,7.28E2,275.8228,12.32,8.1E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.90:1.00:0:0:0:0:0:0,3.07E2,0,1.00:0,11.81,,
,0.01,3.99,775.8044,16.12 - 16.45,1,120.6,775.8047,16.41,4.16E2,-,-,0,-,-,0,-,-,0,-,-,0,775.8040,16.16,6.69E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:1.61:0:0:0,8.32E1,1.67E2,1.00:2.01,16.28,,
,0.01,8.14,383.8641,10.40 - 16.03,1,1.3E3,-,-,0,383.8644,11.03,7.43E3,383.8637,10.67,4.32E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.72:1.00:0:0:0:0:0:0,2.35E3,0,1.00:0,10.85,,
,0.01,8.17,474.8772,13.47 - 14.17,1,191.8,-,-,0,474.8771,14.09,1.42E3,-,-,0,-,-,0,474.8773,13.49,3.1E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.22:0:0:0:0,3.45E2,0,1.00:0,13.79,,
,0.01,8.17,779.8224,9.54 - 9.69,1,128.4,-,-,0,-,-,0,-,-,0,779.8250,9.60,6.29E2,779.8198,9.65,5.27E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.84:0:0:0:0,2.31E2,0,1.00:0,9.63,,
,0.01,3.28,751.8168,6.44 - 7.02,1,160.7,-,-,0,-,-,0,-,-,0,751.8202,6.56,7.29E2,-,-,0,751.8135,6.91,7.17E2,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0.98:0:0:0,1.46E2,1.79E2,1.00:1.23,6.74,,
,0.01,8.17,275.8230,6.31 - 7.69,1,144.6,-,-,0,275.8229,6.42,7.43E2,275.8231,7.58,5.58E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.33:1.00:0:0:0:0:0:0,2.6E2,0,1.00:0,7.00,,
,0.01,8.17,328.8592,10.50 - 11.00,1,34.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,328.8589,10.53,1.9E2,328.8596,10.97,1.19E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0.63:0:0,0,7.71E1,0:1.00,10.75,,
,0.01,8.17,709.5618,11.21 - 11.70,1,329.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,709.5618,11.39,2.97E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.42E2,0:1.00,11.39,,
,0.01,5.68,700.7997,12.27 - 13.10,1,304.5,-,-,0,-,-,0,-,-,0,-,-,0,700.8004,12.27,5.3E2,-,-,0,700.7991,12.96,2.21E3,-,-,0,-,-,0,0:0:0:0:1.00:0:4.17:0:0,1.06E2,5.53E2,1.00:5.21,12.62,,
,0.01,8.17,803.1958,4.08 - 4.34,1,157.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,803.1958,4.16,1.42E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.54E2,0:1.00,4.16,,
,0.01,8.17,1264.7539,20.10 - 20.21,3,242.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1264.7539,20.17,2.18E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,5.45E2,0:1.00,20.17,,
,0.01,8.17,807.7926,20.03 - 20.16,1,170,-,-,0,-,-,0,807.7926,20.11,1.53E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.06E2,0,1.00:0,20.11,,
,0.01,8.17,746.7946,19.66 - 20.09,2,323.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,746.7950,19.71,1.34E3,-,-,0,746.7941,20.06,1.57E3,-,-,0,0:0:0:0:0:1.00:0:1.17:0,0,7.28E2,0:1.00,19.88,,
,0.01,4.18,611.8292,12.67 - 12.89,1,57.2,611.8300,12.86,3.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,611.8284,12.69,1.35E2,1.00:0:0:0:0:0:0:0:0.35,7.6E1,3.36E1,1.00:0.44,12.78,,
,0.01,8.17,681.8266,2.72 - 3.45,1,96.8,-,-,0,-,-,0,681.8272,2.73,3.58E2,681.8260,3.42,5.14E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:1.44:0:0:0:0:0,1.74E2,0,1.00:0,3.08,,
,0.01,4.45,322.9041,0.00 - 1.16,1,248.2,-,-,0,-,-,0,-,-,0,-,-,0,322.9042,0.05,7.13E2,322.9039,0.71,1.52E3,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:2.13:0:0:0,1.43E2,3.8E2,1.00:2.67,0.38,,
,0.01,8.17,499.0886,2.42 - 2.63,1,121.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,499.0886,2.50,1.09E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.73E2,0:1.00,2.50,,
,0.01,8.17,1107.2900,20.14 - 20.23,2,355,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1107.2855,20.20,1.86E3,-,-,0,1107.2944,20.17,1.34E3,0:0:0:0:0:0:1.00:0:0.72,0,7.99E2,0:1.00,20.19,,
,0.01,8.17,825.8215,19.47 - 19.61,1,156.7,-,-,0,-,-,0,825.8215,19.54,1.41E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.82E2,0,1.00:0,19.54,,
