Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,HSDL2-b_A00_neg m/z,HSDL2-b_A00_neg RT mean,HSDL2-b_A00_neg Normalized Area,HSDL2-b_A04_neg m/z,HSDL2-b_A04_neg RT mean,HSDL2-b_A04_neg Normalized Area,HSDL2-b_A05_neg m/z,HSDL2-b_A05_neg RT mean,HSDL2-b_A05_neg Normalized Area,HSDL2-b_A06_neg m/z,HSDL2-b_A06_neg RT mean,HSDL2-b_A06_neg Normalized Area,HSDL2-b_A07_neg m/z,HSDL2-b_A07_neg RT mean,HSDL2-b_A07_neg Normalized Area,HSDL2-b_A08_neg m/z,HSDL2-b_A08_neg RT mean,HSDL2-b_A08_neg Normalized Area,HSDL2-b_A09_neg m/z,HSDL2-b_A09_neg RT mean,HSDL2-b_A09_neg Normalized Area,HSDL2-b_A10_neg m/z,HSDL2-b_A10_neg RT mean,HSDL2-b_A10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.09,4.04,290.8745,0.58 - 1.00,1,1.6E3,290.8744,0.75,5.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,290.8743,0.77,4.99E3,290.8749,0.79,2.82E3,1.90:0:0:0:0:0:1.77:1.00,1.48E3,2.82E3,0.52:1.00,0.77,,
,0.09,9.04,810.6687,10.22 - 10.51,1,74.2,810.6714,10.22,2.28E2,810.6640,10.33,1.33E2,-,-,0,-,-,0,-,-,0,-,-,0,810.6707,10.47,2.32E2,-,-,0,1.00:0.58:0:0:0:0:1.01:0,8.48E1,0,1.00:0,10.34,,
,0.09,9.04,483.7531,1.59 - 2.03,1,347,483.7527,1.77,9.38E2,-,-,0,483.7532,1.67,4.68E2,-,-,0,483.7533,1.91,1.37E3,-,-,0,-,-,0,-,-,0,1.00:0:0.50:0:1.46:0:0:0,3.97E2,0,1.00:0,1.78,,
,0.09,4.06,470.8249,17.21 - 17.69,1,290.5,-,-,0,-,-,0,470.8249,17.38,6.64E2,-,-,0,-,-,0,470.8237,17.34,6.14E2,470.8249,17.48,8.86E2,470.8261,17.26,1.6E2,0:0:4.14:0:0:3.83:5.53:1.00,3.09E2,1.6E2,1.93:1.00,17.37,,
,0.09,9.09,444.0689,3.05 - 3.34,1,497.2,-,-,0,444.0689,3.28,3.98E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,5.68E2,0,1.00:0,3.28,,
,0.09,9.09,718.5120,0.13 - 0.22,1,5E3,-,-,0,718.5120,0.15,3.98E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,5.68E3,0,1.00:0,0.15,,
,0.09,9.09,591.8117,9.99 - 10.75,1,454.1,591.8114,10.47,1.56E3,-,-,0,591.8104,10.58,9.5E2,591.8138,10.04,2.67E2,-,-,0,-,-,0,591.8113,10.22,8.54E2,-,-,0,1.00:0:0.61:0.17:0:0:0.55:0,5.19E2,0,1.00:0,10.33,,
,0.09,9.04,644.2727,18.05 - 18.54,2,223.8,-,-,0,-,-,0,644.2732,18.18,4.58E2,-,-,0,644.2741,18.34,3.55E2,644.2710,18.28,4.77E2,644.2723,18.41,5E2,-,-,0,0:0:1.00:0:0.78:1.04:1.09:0,2.56E2,0,1.00:0,18.30,,
,0.09,9.09,408.2763,16.52 - 17.41,1,111.5,408.2768,17.00,3.16E2,408.2758,16.63,2.47E2,408.2767,17.41,2.44E2,-,-,0,-,-,0,408.2758,16.71,8.46E1,-,-,0,-,-,0,1.00:0.78:0.77:0:0:0.27:0:0,1.27E2,0,1.00:0,16.94,,
,0.09,9.09,901.6432,8.09 - 8.64,1,47.7,-,-,0,-,-,0,901.6436,8.17,2.3E2,-,-,0,901.6428,8.62,1.51E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.66:0:0:0,5.45E1,0,1.00:0,8.39,,
,0.09,3.92,693.7525,6.06 - 7.01,1,273.8,693.7540,6.19,7.5E2,-,-,0,693.7529,6.87,4.8E2,693.7511,6.76,5.18E2,-,-,0,-,-,0,-,-,0,693.7520,6.87,4.42E2,1.70:0:1.09:1.17:0:0:0:1.00,2.5E2,4.42E2,0.56:1.00,6.67,,
,0.09,9.15,803.4627,6.39 - 6.56,1,112.8,-,-,0,803.4627,6.47,9.03E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.29E2,0,1.00:0,6.47,,
,0.09,9.15,746.4446,8.48 - 8.73,1,141.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,746.4446,8.59,1.13E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.61E2,0,1.00:0,8.59,,
,0.09,9.15,1234.0975,0.16 - 0.21,1,5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1234.0975,0.19,3.99E4,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,5.7E3,0,1.00:0,0.19,,
,0.09,9.15,1000.1039,10.64 - 10.78,1,163.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1000.1039,10.72,1.31E3,0:0:0:0:0:0:0:1.00,0,1.31E3,0:1.00,10.72,,
,0.09,9.15,1211.7542,8.87 - 9.04,1,118.5,-,-,0,1211.7542,8.97,9.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.35E2,0,1.00:0,8.97,,
,0.09,9.15,369.7993,0.27 - 0.66,3,422.1,-,-,0,369.7993,0.27,3.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,4.82E2,0,1.00:0,0.27,,
,0.09,3.76,539.8037,3.14 - 3.91,1,414.6,-,-,0,-,-,0,539.8032,3.19,8.88E2,-,-,0,539.8040,3.82,1.16E3,-,-,0,539.8039,3.51,1E3,539.8038,3.36,2.7E2,0:0:3.28:0:4.28:0:3.70:1.00,4.35E2,2.7E2,1.61:1.00,3.47,,
,0.09,9.15,549.2452,0.91 - 1.27,1,473.4,-,-,0,549.2452,1.21,3.79E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,5.41E2,0,1.00:0,1.21,,
,0.09,9.15,618.7295,7.84 - 10.14,1,666.6,-,-,0,618.7293,8.77,5.57E2,618.7305,8.17,2.54E3,-,-,0,618.7286,9.22,1.17E3,618.7295,8.63,1.07E3,-,-,0,-,-,0,0:1.00:4.56:0:2.09:1.92:0:0,7.62E2,0,1.00:0,8.70,,
,0.09,3.07,740.7531,16.80 - 17.25,1,139.3,-,-,0,-,-,0,740.7533,16.85,3.36E2,-,-,0,740.7529,16.90,3.59E2,-,-,0,740.7554,17.19,2.86E2,740.7508,17.08,1.34E2,0:0:2.51:0:2.68:0:2.13:1.00,1.4E2,1.34E2,1.05:1.00,17.01,,
,0.09,9.20,1185.3062,0.16 - 0.23,1,3.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1185.3062,0.17,2.55E4,0:0:0:0:0:0:0:1.00,0,2.55E4,0:1.00,0.17,,
,0.09,9.20,640.7549,17.55 - 17.75,1,116.9,-,-,0,-,-,0,640.7529,17.60,3.07E2,640.7549,17.65,9.87E1,640.7559,17.70,3.69E2,640.7558,17.67,1.6E2,-,-,0,-,-,0,0:0:1.00:0.32:1.20:0.52:0:0,1.34E2,0,1.00:0,17.65,,
,0.09,9.20,456.7875,0.04 - 0.15,1,308,456.7869,0.04,7.02E2,-,-,0,-,-,0,-,-,0,456.7885,0.05,1.13E3,-,-,0,456.7870,0.04,6.3E2,-,-,0,1.00:0:0:0:1.61:0:0.90:0,3.52E2,0,1.00:0,0.05,,
,0.09,9.20,694.7486,1.91 - 2.61,1,153,694.7484,1.98,2.39E2,-,-,0,694.7507,2.49,7.95E2,-,-,0,-,-,0,694.7466,1.96,1.9E2,-,-,0,-,-,0,1.00:0:3.33:0:0:0.80:0:0,1.75E2,0,1.00:0,2.14,,
,0.09,9.20,651.7341,20.09 - 20.74,1,322.4,-,-,0,651.7332,20.11,1.84E2,651.7362,20.51,1.18E3,-,-,0,651.7332,20.60,7.81E2,651.7340,20.33,4.29E2,-,-,0,-,-,0,0:1.00:6.44:0:4.24:2.33:0:0,3.68E2,0,1.00:0,20.39,,
,0.09,9.20,618.7305,6.45 - 11.98,1,1.1E3,-,-,0,618.7306,6.70,2.37E3,618.7305,7.30,2.44E3,-,-,0,618.7304,6.98,2.64E3,618.7305,7.34,1.73E3,-,-,0,-,-,0,0:1.00:1.03:0:1.11:0.73:0:0,1.31E3,0,1.00:0,7.08,,
,0.09,9.26,553.2818,1.95 - 2.17,1,146,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,553.2818,2.09,1.17E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.67E2,0,1.00:0,2.09,,
,0.09,9.26,765.9933,5.03 - 5.33,1,123.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,765.9933,5.22,9.87E2,0:0:0:0:0:0:0:1.00,0,9.87E2,0:1.00,5.22,,
,0.09,7.06,619.3112,5.04 - 5.14,1,77.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,619.3112,5.05,3E2,-,-,0,619.3112,5.08,3.17E2,0:0:0:0:0:0.95:0:1.00,4.28E1,3.17E2,0.14:1.00,5.07,,
,0.09,9.26,352.8654,21.20 - 21.75,1,1.6E3,-,-,0,352.8658,21.60,4.92E2,-,-,0,352.8654,21.49,2.57E3,352.8652,21.45,4.4E3,-,-,0,352.8650,21.43,5.07E3,-,-,0,0:1.00:0:5.22:8.93:0:10.31:0,1.79E3,0,1.00:0,21.49,,
,0.09,9.32,1013.8861,0.15 - 0.24,1,2.3E4,-,-,0,1013.8861,0.18,1.82E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,2.59E4,0,1.00:0,0.18,,
,0.09,9.32,587.3744,3.34 - 3.67,1,439.1,-,-,0,587.3744,3.58,3.51E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,5.02E2,0,1.00:0,3.58,,
,0.09,9.32,367.8606,3.28 - 3.37,1,25.3,-,-,0,-,-,0,367.8606,3.31,1.12E2,-,-,0,367.8606,3.30,9.08E1,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.81:0:0:0,2.89E1,0,1.00:0,3.31,,
,0.09,3.01,627.6871,0.09 - 0.69,1,444.4,627.6860,0.14,3.2E2,-,-,0,627.6848,0.43,8.74E2,-,-,0,627.6896,0.47,8.6E2,-,-,0,627.6876,0.48,1.06E3,627.6874,0.21,-,1.00:0:2.73:0:2.69:0:3.31:-,4.44E2,-,1.00:-,0.34,,
,0.09,9.31,554.0346,19.53 - 20.72,1,725.9,554.0343,20.50,1.5E3,554.0350,19.60,8.89E2,-,-,0,-,-,0,554.0349,19.67,2.28E3,-,-,0,554.0342,20.27,1.14E3,-,-,0,1.00:0.59:0:0:1.52:0:0.76:0,8.3E2,0,1.00:0,20.01,,
,0.09,9.31,853.4098,7.68 - 7.93,1,108.8,-,-,0,853.4098,7.78,8.71E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.24E2,0,1.00:0,7.78,,
,0.09,9.31,363.9563,15.72 - 16.64,1,86.3,363.9562,15.92,3.79E2,363.9555,16.23,1.12E2,-,-,0,363.9563,16.25,9.85E1,363.9571,16.62,1E2,-,-,0,-,-,0,-,-,0,1.00:0.29:0:0.26:0.26:0:0:0,9.86E1,0,1.00:0,16.26,,
,0.09,9.31,587.3479,1.37 - 1.77,1,395.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,587.3479,1.69,3.16E3,0:0:0:0:0:0:0:1.00,0,3.16E3,0:1.00,1.69,,
,0.09,9.31,486.1398,21.56 - 22.23,1,191.1,486.1409,22.07,3.65E2,-,-,0,486.1389,21.82,2.53E2,-,-,0,-,-,0,486.1401,21.87,1.3E2,486.1394,21.64,7.82E2,-,-,0,1.00:0:0.69:0:0:0.36:2.14:0,2.18E2,0,1.00:0,21.85,,
,0.09,7.32,537.7882,5.46 - 11.43,1,606.3,537.7876,5.58,1.29E3,537.7881,6.21,4.92E2,-,-,0,-,-,0,-,-,0,537.7888,6.14,4.66E2,-,-,0,537.7882,6.43,2.6E3,0.50:0.19:0:0:0:0.18:0:1.00,3.22E2,2.6E3,0.12:1.00,6.09,,
,0.09,9.31,643.1523,3.53 - 3.99,1,726.1,-,-,0,-,-,0,-,-,0,643.1519,3.87,4.49E3,-,-,0,643.1528,3.88,1.32E3,-,-,0,-,-,0,0:0:0:1.00:0:0.30:0:0,8.3E2,0,1.00:0,3.87,,
,0.09,9.31,594.7491,13.37 - 14.58,1,208.3,594.7490,13.40,1.79E2,-,-,0,594.7488,14.50,4.99E2,-,-,0,-,-,0,594.7487,13.70,3.27E2,594.7497,13.54,6.62E2,-,-,0,1.00:0:2.78:0:0:1.83:3.69:0,2.38E2,0,1.00:0,13.78,,
,0.09,9.31,872.6879,12.77 - 13.07,1,545.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,872.6879,12.91,4.37E3,0:0:0:0:0:0:0:1.00,0,4.37E3,0:1.00,12.91,,
,0.09,9.31,626.7619,23.42 - 23.99,1,214.4,626.7614,23.57,5.93E2,626.7631,23.56,4.15E2,-,-,0,626.7603,23.99,2.13E2,-,-,0,626.7631,23.88,4.94E2,-,-,0,-,-,0,1.00:0.70:0:0.36:0:0.83:0:0,2.45E2,0,1.00:0,23.75,,
,0.09,3.53,527.7599,10.11 - 10.90,1,483.3,527.7596,10.53,1.17E3,-,-,0,-,-,0,-,-,0,527.7604,10.25,7.13E2,-,-,0,527.7597,10.55,1.34E3,527.7597,10.30,6.44E2,1.82:0:0:0:1.11:0:2.08:1.00,4.6E2,6.44E2,0.72:1.00,10.41,,
,0.09,9.37,632.3612,5.11 - 5.29,1,112.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,632.3612,5.17,9.03E2,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.29E2,0,1.00:0,5.17,,
,0.09,3.49,497.7433,2.15 - 2.79,1,194.5,497.7444,2.24,6.79E2,-,-,0,497.7417,2.21,3.08E2,-,-,0,-,-,0,-,-,0,497.7437,2.46,3.16E2,497.7435,2.69,2.53E2,2.68:0:1.21:0:0:0:1.25:1.00,1.86E2,2.53E2,0.73:1.00,2.40,,
,0.09,9.39,743.4892,5.97 - 6.28,1,126.4,-,-,0,743.4892,6.16,1.01E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.44E2,0,1.00:0,6.16,,
,0.09,5.17,447.2974,2.92 - 3.08,2,138.2,-,-,0,-,-,0,-,-,0,-,-,0,447.2974,3.01,2.74E2,-,-,0,447.2969,2.99,4.79E2,447.2979,2.99,3.52E2,0:0:0:0:0.78:0:1.36:1.00,1.08E2,3.52E2,0.31:1.00,3.00,,
,0.09,9.33,751.5681,17.97 - 18.27,1,147.7,-,-,0,-,-,0,-,-,0,-,-,0,751.5683,18.16,5.58E2,751.5677,18.15,2.36E2,751.5683,18.04,3.87E2,-,-,0,0:0:0:0:1.00:0.42:0.69:0,1.69E2,0,1.00:0,18.12,,
,0.09,9.27,625.5163,3.38 - 3.75,1,435.7,-,-,0,-,-,0,-,-,0,625.5163,3.66,3.49E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,4.98E2,0,1.00:0,3.66,,
,0.09,9.27,470.7999,23.26 - 24.00,1,170.7,-,-,0,-,-,0,-,-,0,470.7997,23.94,2.42E2,470.8010,23.67,6.52E2,470.7993,23.44,1.49E2,470.7998,23.30,3.24E2,-,-,0,0:0:0:1.00:2.70:0.62:1.34:0,1.95E2,0,1.00:0,23.59,,
,0.09,9.27,486.3804,4.12 - 4.33,1,62.4,-,-,0,486.3804,4.25,4.99E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,7.13E1,0,1.00:0,4.25,,
,0.09,9.27,570.7248,21.72 - 22.83,1,251.6,570.7245,22.30,8.67E2,-,-,0,570.7252,21.73,3.8E2,-,-,0,570.7252,22.48,5.79E2,570.7244,22.53,1.87E2,-,-,0,-,-,0,1.00:0:0.44:0:0.67:0.22:0:0,2.88E2,0,1.00:0,22.26,,
,0.09,9.27,475.1098,2.68 - 3.14,1,683,-,-,0,475.1098,3.05,5.46E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,7.81E2,0,1.00:0,3.05,,
,0.09,9.27,856.3740,0.13 - 0.27,1,8.5E4,-,-,0,856.3740,0.18,6.77E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,9.67E4,0,1.00:0,0.18,,
,0.09,9.27,538.7872,9.95 - 11.18,1,691.3,-,-,0,-,-,0,-,-,0,538.7861,10.20,1.16E3,538.7868,10.41,1.21E3,538.7883,10.08,1.07E3,538.7875,10.27,2.08E3,-,-,0,0:0:0:1.00:1.05:0.93:1.80:0,7.9E2,0,1.00:0,10.24,,
,0.09,9.27,422.7943,22.60 - 24.00,1,299.1,422.7943,22.72,6.18E2,422.7943,23.53,6.85E2,422.7943,23.32,5.03E2,422.7944,23.62,5.87E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.11:0.81:0.95:0:0:0:0,3.42E2,0,1.00:0,23.30,,
,0.09,9.33,477.1619,13.57 - 18.38,1,149,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.1619,13.66,1.19E3,0:0:0:0:0:0:0:1.00,0,1.19E3,0:1.00,13.66,,
,0.09,3.16,527.0881,15.52 - 16.33,1,191.9,-,-,0,-,-,0,527.0861,15.96,3.05E2,527.0896,15.62,2.37E2,-,-,0,-,-,0,527.0883,16.31,7.84E2,527.0884,15.75,2.1E2,0:0:1.45:1.13:0:0:3.73:1.00,1.89E2,2.1E2,0.90:1.00,15.91,,
,0.09,9.33,670.0941,0.14 - 0.25,1,7.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,670.0941,0.19,5.84E5,0:0:0:0:0:0:0:1.00,0,5.84E5,0:1.00,0.19,,
,0.09,9.33,633.7035,8.23 - 9.49,1,105.5,-,-,0,-,-,0,633.7033,8.30,3.81E2,-,-,0,633.7032,9.34,1.49E2,633.7041,9.42,1.55E2,633.7032,9.27,1.59E2,-,-,0,0:0:1.00:0:0.39:0.41:0.42:0,1.21E2,0,1.00:0,9.08,,
,0.09,9.33,867.6366,21.34 - 21.46,1,58.9,-,-,0,-,-,0,-,-,0,-,-,0,867.6335,21.45,1.99E2,-,-,0,867.6397,21.43,2.72E2,-,-,0,0:0:0:0:1.00:0:1.37:0,6.74E1,0,1.00:0,21.44,,
,0.09,9.27,648.5287,0.13 - 0.27,1,1.6E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,648.5287,0.17,1.29E6,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,1.84E5,0,1.00:0,0.17,,
,0.09,9.27,479.1628,14.36 - 19.59,1,2.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,479.1628,15.16,1.78E4,0:0:0:0:0:0:0:1.00,0,1.78E4,0:1.00,15.16,,
,0.09,9.27,702.5540,5.79 - 6.06,1,153.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,702.5540,5.95,1.23E3,0:0:0:0:0:0:0:1.00,0,1.23E3,0:1.00,5.95,,
,0.09,4.40,595.7470,13.04 - 13.78,1,140.2,-,-,0,595.7475,13.08,1.5E2,595.7474,13.77,3.99E2,-,-,0,-,-,0,-,-,0,595.7466,13.25,2.97E2,595.7466,13.18,2.75E2,0:0.55:1.45:0:0:0:1.08:1.00,1.21E2,2.75E2,0.44:1.00,13.32,,
,0.09,9.27,756.0327,0.15 - 0.27,1,3.7E4,-,-,0,756.0327,0.18,2.94E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,4.2E4,0,1.00:0,0.18,,
,0.09,9.27,639.7551,18.18 - 18.81,1,105.3,-,-,0,639.7547,18.76,1.08E2,639.7542,18.19,2.53E2,639.7551,18.50,2.35E2,639.7562,18.62,2.47E2,-,-,0,-,-,0,-,-,0,0:1.00:2.34:2.17:2.29:0:0:0,1.2E2,0,1.00:0,18.52,,
,0.09,9.27,516.7451,1.30 - 2.47,1,67.6,-,-,0,-,-,0,516.7452,1.34,1.9E2,-,-,0,516.7460,2.46,1.63E2,-,-,0,516.7439,1.59,1.88E2,-,-,0,0:0:1.00:0:0.86:0:0.99:0,7.72E1,0,1.00:0,1.80,,
,0.09,9.27,477.1631,17.77 - 18.38,1,93.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.1631,17.91,7.5E2,0:0:0:0:0:0:0:1.00,0,7.5E2,0:1.00,17.91,,
,0.09,9.27,526.8508,14.11 - 14.47,1,189.8,526.8510,14.16,3.29E2,526.8502,14.35,4.45E2,-,-,0,526.8509,14.39,2.98E2,526.8510,14.17,4.47E2,-,-,0,-,-,0,-,-,0,1.00:1.35:0:0.91:1.36:0:0:0,2.17E2,0,1.00:0,14.27,,
,0.09,9.27,783.7789,0.30 - 0.39,1,193.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,783.7789,0.35,1.55E3,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,2.22E2,0,1.00:0,0.35,,
,0.09,9.27,433.8513,2.75 - 7.85,1,1.3E4,433.8513,2.85,1.02E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0,1.46E4,0,1.00:0,2.85,,
,0.09,9.27,575.3740,4.51 - 4.74,1,118.4,-,-,0,575.3740,4.56,9.47E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.35E2,0,1.00:0,4.56,,
,0.09,9.27,477.1625,12.09 - 12.31,1,99,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,477.1625,12.19,7.92E2,0:0:0:0:0:0:0:1.00,0,7.92E2,0:1.00,12.19,,
,0.09,3.73,398.8879,5.03 - 6.80,1,148.6,-,-,0,-,-,0,-,-,0,398.8878,6.03,2.91E2,398.8878,6.77,4.36E2,398.8880,5.11,2.43E2,-,-,0,398.8881,5.94,2.18E2,0:0:0:1.33:2.00:1.11:0:1.00,1.39E2,2.18E2,0.63:1.00,5.96,,
,0.09,3.13,858.7625,20.01 - 21.01,1,160.5,858.7632,20.11,5E2,-,-,0,-,-,0,858.7640,21.00,2.39E2,858.7600,20.84,3.96E2,-,-,0,-,-,0,858.7627,20.40,1.49E2,3.35:0:0:1.60:2.65:0:0:1.00,1.62E2,1.49E2,1.08:1.00,20.59,,
,0.09,9.27,354.9287,12.85 - 13.49,3,326.9,354.9276,13.13,1.12E3,-,-,0,354.9298,13.12,7.06E2,-,-,0,354.9283,12.90,2.25E2,-,-,0,354.9291,13.22,5.68E2,-,-,0,1.00:0:0.63:0:0.20:0:0.51:0,3.74E2,0,1.00:0,13.09,,
,0.09,9.27,492.8210,0.13 - 0.27,1,2.4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,492.8210,0.21,1.92E5,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0,2.74E4,0,1.00:0,0.21,,
,0.09,9.27,497.3968,0.97 - 1.21,1,380,-,-,0,-,-,0,-,-,0,497.3968,1.08,3.04E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0,4.34E2,0,1.00:0,1.08,,
,0.09,9.27,747.6913,5.61 - 6.52,1,123.7,747.6904,6.43,3.89E2,747.6909,5.64,1.51E2,-,-,0,747.6913,5.99,1.55E2,747.6928,5.96,2.95E2,-,-,0,-,-,0,-,-,0,1.00:0.39:0:0.40:0.76:0:0:0,1.41E2,0,1.00:0,6.00,,
,0.09,9.21,508.1227,3.54 - 3.82,1,368.9,-,-,0,-,-,0,-,-,0,508.1231,3.59,1.23E3,-,-,0,508.1223,3.60,1.72E3,-,-,0,-,-,0,0:0:0:1.00:0:1.39:0:0,4.22E2,0,1.00:0,3.59,,
,0.09,9.21,451.3631,3.53 - 4.84,2,94.3,-,-,0,-,-,0,451.3634,3.54,1.33E2,451.3631,4.68,3.29E2,-,-,0,451.3633,4.81,1.12E2,451.3627,4.17,1.8E2,-,-,0,0:0:1.00:2.47:0:0.84:1.35:0,1.08E2,0,1.00:0,4.30,,
,0.09,3.43,471.7974,8.27 - 9.19,1,136.3,471.7973,8.46,2.98E2,-,-,0,-,-,0,471.7965,8.99,3.35E2,471.7979,9.17,2.85E2,-,-,0,-,-,0,471.7979,8.35,1.73E2,1.72:0:0:1.93:1.65:0:0:1.00,1.31E2,1.73E2,0.76:1.00,8.74,,
,0.09,9.21,531.7971,16.37 - 16.99,1,120.3,531.7961,16.92,2.5E2,531.7975,16.87,1.99E2,-,-,0,-,-,0,-,-,0,531.7968,16.77,3.06E2,531.7982,16.40,2.08E2,-,-,0,1.00:0.80:0:0:0:1.23:0.83:0,1.38E2,0,1.00:0,16.74,,
,0.09,9.21,410.1612,3.26 - 3.58,1,518.6,-,-,0,410.1612,3.54,4.15E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,5.93E2,0,1.00:0,3.54,,
,0.09,3.35,477.6403,21.48 - 21.95,2,196.7,-,-,0,-,-,0,-,-,0,477.6406,21.87,1.31E2,-,-,0,477.6408,21.65,6.24E2,477.6401,21.60,6.57E2,477.6396,21.91,1.61E2,0:0:0:0.81:0:3.87:4.07:1.00,2.02E2,1.61E2,1.25:1.00,21.76,,
,0.09,9.21,472.8138,2.94 - 4.73,1,435.4,472.8134,3.69,9E2,472.8143,4.60,1.35E3,-,-,0,-,-,0,472.8134,3.64,7.79E2,-,-,0,472.8141,3.11,4.53E2,-,-,0,1.00:1.50:0:0:0.87:0:0.50:0,4.98E2,0,1.00:0,3.76,,
,0.09,9.21,569.7267,22.40 - 23.23,1,250.5,-,-,0,-,-,0,-,-,0,569.7258,22.54,5.26E2,569.7267,23.10,5.2E2,569.7267,22.59,3.27E2,569.7275,22.51,6.3E2,-,-,0,0:0:0:1.00:0.99:0.62:1.20:0,2.86E2,0,1.00:0,22.68,,
,0.09,3.40,562.7163,22.84 - 23.78,1,79.1,562.7157,23.65,2.36E2,-,-,0,-,-,0,-,-,0,-,-,0,562.7156,23.11,9.57E1,562.7173,22.89,2.02E2,562.7166,23.73,9.86E1,2.39:0:0:0:0:0.97:2.05:1.00,7.63E1,9.86E1,0.77:1.00,23.35,,
,0.09,9.21,877.4542,8.52 - 8.81,1,154.5,-,-,0,877.4542,8.67,1.24E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0,1.77E2,0,1.00:0,8.67,,
