Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD1_E00_neg m/z,STARD1_E00_neg RT mean,STARD1_E00_neg Normalized Area,STARD1_E04_neg m/z,STARD1_E04_neg RT mean,STARD1_E04_neg Normalized Area,STARD1_E05_neg m/z,STARD1_E05_neg RT mean,STARD1_E05_neg Normalized Area,STARD1_E08_neg m/z,STARD1_E08_neg RT mean,STARD1_E08_neg Normalized Area,STARD1_E09_neg m/z,STARD1_E09_neg RT mean,STARD1_E09_neg Normalized Area,STARD1_E10_neg m/z,STARD1_E10_neg RT mean,STARD1_E10_neg Normalized Area,STARD1_E11_neg m/z,STARD1_E11_neg RT mean,STARD1_E11_neg Normalized Area,STARD1_E12_neg m/z,STARD1_E12_neg RT mean,STARD1_E12_neg Normalized Area,STARD1_E06_neg m/z,STARD1_E06_neg RT mean,STARD1_E06_neg Normalized Area,STARD1_E07_neg m/z,STARD1_E07_neg RT mean,STARD1_E07_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.76,9.07,424.2764,2.22 - 3.09,1,3.9E4,424.2763,2.96,3.65E4,-,-,0,424.2766,2.96,4.82E4,424.2760,2.95,5.27E4,424.2765,2.94,8.2E4,424.2766,2.95,2.77E4,424.2764,2.96,2.66E4,-,-,0,424.2759,2.94,5.71E4,424.2766,2.94,5.5E4,1.00:0:1.32:1.45:2.25:0.76:0.73:0:1.57:1.51,3.42E4,5.61E4,1.00:1.64,2.95,,
,0.76,5.42,868.8361,20.10 - 20.23,2,8.5E3,868.8364,20.19,6.49E3,868.8359,20.17,9.98E3,868.8373,20.18,8.83E3,868.8364,20.18,7.78E3,868.8350,20.17,7.99E3,868.8359,20.19,1.05E4,868.8363,20.16,7.87E3,868.8362,20.17,1.16E4,868.8354,20.19,6.42E3,868.8357,20.18,7.45E3,0.65:1.00:0.88:0.78:0.80:1.06:0.79:1.16:0.64:0.75,8.88E3,6.94E3,1.00:0.78,20.18,,
,0.76,17.05,288.8585,0.10 - 0.25,1,8E5,288.8586,0.16,1.34E6,-,-,0,288.8582,0.17,1.1E6,-,-,0,288.8587,0.17,1.05E6,288.8585,0.18,2.96E5,288.8586,0.16,1.14E6,-,-,0,288.8586,0.17,1.62E6,288.8580,0.17,1.43E6,1.00:0:0.82:0:0.78:0.22:0.85:0:1.21:1.07,6.17E5,1.53E6,1.00:2.47,0.17,,
,0.76,4.43,991.8107,20.07 - 20.23,2,1E4,991.8104,20.17,9.5E3,991.8116,20.17,1.13E4,991.8114,20.18,9.03E3,991.8105,20.16,9.08E3,991.8090,20.17,9.31E3,991.8123,20.16,1.05E4,991.8107,20.16,9.13E3,991.8114,20.17,1.56E4,991.8101,20.16,8.37E3,991.8099,20.18,9.53E3,0.84:1.00:0.80:0.80:0.82:0.93:0.81:1.38:0.74:0.84,1.04E4,8.95E3,1.00:0.86,20.17,,
,0.75,4.96,934.7925,18.66 - 20.29,1,5.9E4,934.7924,20.22,4.45E4,934.7938,20.22,7.78E4,934.7927,20.22,4.74E4,934.7933,20.21,5.73E4,934.7917,20.22,5.54E4,934.7925,20.22,6.6E4,-,-,-,934.7924,20.21,7.98E4,934.7920,20.22,4.64E4,934.7922,20.22,5.35E4,0.57:1.00:0.61:0.74:0.71:0.85:-:1.03:0.60:0.69,6.12E4,4.99E4,1.00:0.82,20.22,,
,0.75,8.09,278.1766,1.02 - 2.63,1,3.9E4,278.1767,2.39,3.19E4,-,-,0,278.1767,2.40,7.89E4,278.1767,2.38,3.14E4,278.1766,2.37,8.9E4,278.1766,2.39,2.74E4,278.1766,2.38,2.39E4,-,-,0,278.1766,2.38,5.74E4,278.1766,2.38,5.19E4,1.00:0:2.47:0.98:2.79:0.86:0.75:0:1.80:1.63,3.53E4,5.46E4,1.00:1.55,2.38,,
,0.75,7.50,500.8537,0.85 - 6.52,1,8.8E5,-,-,0,500.8539,1.13,1.85E6,-,-,0,500.8537,0.95,1.38E6,-,-,0,-,-,0,500.8537,1.22,1.26E6,500.8544,1.52,1.89E6,500.8536,1.39,1.13E6,500.8531,0.81,1.26E6,0:1.00:0:0.75:0:0:0.68:1.02:0.61:0.68,7.96E5,1.19E6,1.00:1.50,1.17,,
,0.75,4.59,876.8228,18.75 - 20.25,1,4.9E4,876.8223,20.17,4.19E4,-,-,-,876.8226,20.18,3.76E4,876.8229,20.18,4.76E4,876.8226,20.17,4.88E4,876.8225,20.16,6.37E4,876.8230,20.16,4.63E4,876.8235,20.17,6.87E4,876.8226,20.19,3.99E4,876.8228,20.18,4.54E4,1.00:-:0.90:1.14:1.16:1.52:1.11:1.64:0.95:1.09,5.07E4,4.27E4,1.00:0.84,20.17,,
,0.75,4.61,931.8106,20.07 - 20.24,2,1.2E4,931.8099,20.17,1.06E4,931.8105,20.19,1.42E4,931.8124,20.19,1.08E4,931.8105,20.18,1.22E4,931.8094,20.17,1.17E4,931.8100,20.19,1.4E4,931.8102,20.16,1.19E4,931.8121,20.19,1.55E4,931.8117,20.16,9.06E3,931.8094,20.18,1.21E4,0.75:1.00:0.76:0.86:0.82:0.99:0.84:1.09:0.64:0.86,1.26E4,1.06E4,1.00:0.84,20.18,,
,0.75,4.70,795.8353,20.01 - 20.26,2,1.4E4,795.8358,20.19,1.21E4,795.8368,20.19,1.99E4,795.8341,20.18,1.45E4,795.8354,20.18,1.49E4,795.8335,20.17,1E4,795.8361,20.19,1.67E4,795.8353,20.19,1.24E4,795.8360,20.19,1.81E4,795.8354,20.16,1.17E4,795.8349,20.18,1.3E4,0.61:1.00:0.73:0.75:0.50:0.84:0.62:0.91:0.59:0.65,1.48E4,1.24E4,1.00:0.83,20.18,,
,0.75,16.44,309.1706,0.10 - 0.58,1,1.1E6,309.1703,0.14,1.9E6,-,-,0,-,-,0,309.1710,0.16,1.39E6,309.1704,0.15,2.34E6,-,-,0,309.1705,0.14,1.4E6,-,-,0,309.1713,0.15,2.17E6,309.1701,0.15,2.05E6,1.00:0:0:0.73:1.23:0:0.74:0:1.15:1.08,8.78E5,2.11E6,1.00:2.41,0.15,,
,0.74,3.91,758.8673,19.68 - 20.25,2,1.8E4,758.8672,20.17,1.65E4,758.8676,20.17,1.98E4,758.8673,20.18,1.63E4,758.8674,20.18,1.68E4,758.8667,20.17,1.93E4,758.8666,20.19,1.89E4,758.8676,20.16,1.81E4,758.8677,20.17,2.47E4,758.8673,20.16,1.57E4,758.8673,20.18,1.81E4,0.83:1.00:0.82:0.85:0.97:0.95:0.91:1.25:0.79:0.91,1.88E4,1.69E4,1.00:0.90,20.17,,
,0.74,4.42,306.9074,0.84 - 6.26,1,3.2E4,306.9073,1.83,2.51E4,306.9073,1.80,5.83E4,306.9073,1.80,3.03E4,306.9073,1.82,2.69E4,306.9073,1.80,3.98E4,306.9079,1.79,3.09E4,306.9073,1.82,2.21E4,306.9073,1.79,3.44E4,306.9073,1.78,2.48E4,306.9073,1.81,3.09E4,0.43:1.00:0.52:0.46:0.68:0.53:0.38:0.59:0.43:0.53,3.35E4,2.78E4,1.00:0.83,1.80,,
,0.74,3.09,586.8126,14.77 - 20.20,1,8.1E4,586.8118,18.71,6.21E4,586.8132,18.74,8.38E4,586.8122,18.73,1.07E5,586.8120,18.97,6.32E4,586.8124,18.49,7.85E4,586.8129,18.79,7.61E4,586.8129,18.30,7.57E4,586.8130,18.39,1.01E5,586.8125,18.44,1.01E5,586.8130,18.55,5.94E4,0.74:1.00:1.28:0.75:0.94:0.91:0.90:1.21:1.20:0.71,8.1E4,8E4,1.00:0.99,18.61,,
,0.74,5.67,687.5812,15.27 - 17.56,1,6.6E4,687.5813,15.90,3.45E4,687.5814,15.89,1.01E5,687.5811,15.84,7.26E4,687.5812,15.90,8.55E4,687.5812,15.95,6.24E4,687.5813,15.93,1.05E5,687.5811,15.97,3.96E4,687.5812,15.95,5.82E4,687.5812,15.98,4.46E4,687.5812,15.99,5.8E4,0.34:1.00:0.72:0.84:0.62:1.04:0.39:0.57:0.44:0.57,6.99E4,5.13E4,1.00:0.73,15.93,,
,0.74,3.28,268.8016,16.42 - 19.75,3,3.6E4,268.8017,18.59,3.08E4,268.8013,18.52,3.1E4,268.8018,18.66,3.4E4,268.8017,18.54,3.02E4,268.8016,18.67,3.49E4,268.8017,18.49,5.06E4,268.8017,18.46,3.79E4,268.8018,18.65,3.9E4,268.8013,18.20,4.15E4,268.8017,18.53,3.34E4,0.99:1.00:1.10:0.97:1.13:1.63:1.22:1.26:1.34:1.08,3.6E4,3.75E4,1.00:1.04,18.53,,
,0.74,4.86,400.1564,2.79 - 3.98,1,1.7E4,400.1567,3.66,2.1E4,400.1566,3.66,6.51E3,400.1563,3.68,2.14E4,400.1566,3.67,2.18E4,400.1563,3.67,2.04E4,400.1564,3.68,1.41E4,400.1563,3.67,2.11E4,400.1563,3.68,3.75E3,400.1560,3.67,1.78E4,400.1562,3.67,2.31E4,3.23:1.00:3.28:3.35:3.13:2.16:3.24:0.58:2.73:3.54,1.63E4,2.04E4,1.00:1.26,3.67,,
,0.74,4.51,1033.7919,20.09 - 20.24,2,1E4,1033.7915,20.19,7.88E3,1033.7941,20.17,1.5E4,1033.7916,20.18,7.91E3,1033.7905,20.18,9.97E3,1033.7909,20.17,9.42E3,1033.7910,20.19,1.25E4,1033.7922,20.16,9.69E3,1033.7910,20.17,1.33E4,1033.7942,20.19,8.86E3,1033.7920,20.17,8.88E3,0.52:1.00:0.53:0.66:0.63:0.83:0.64:0.88:0.59:0.59,1.07E4,8.87E3,1.00:0.83,20.18,,
,0.74,3.20,490.1311,17.73 - 19.42,1,1.4E4,490.1310,18.51,1.41E4,490.1315,18.35,1.36E4,490.1313,18.41,1.4E4,490.1312,18.47,1.26E4,490.1307,18.49,1.28E4,490.1314,18.36,1.53E4,490.1311,18.44,1.26E4,490.1312,18.39,1.43E4,490.1310,18.40,1.06E4,490.1310,18.39,1.6E4,1.03:1.00:1.03:0.92:0.94:1.12:0.92:1.05:0.78:1.17,1.37E4,1.33E4,1.00:0.97,18.42,,
,0.73,3.12,519.3916,15.47 - 20.19,1,1.1E5,519.3918,18.50,1.01E5,519.3917,19.08,5.7E4,519.3914,18.50,9.18E4,519.3917,18.62,1.2E5,519.3911,18.47,1.22E5,519.3917,18.45,1.37E5,519.3916,18.41,1.06E5,-,-,-,519.3917,18.53,1.01E5,519.3918,18.48,1.13E5,1.77:1.00:1.61:2.10:2.15:2.40:1.87:-:1.77:1.98,1.05E5,1.07E5,1.00:1.02,18.56,,
,0.73,12.39,300.1345,0.10 - 0.25,1,1.2E5,-,-,0,-,-,0,-,-,0,300.1345,0.18,2.66E5,300.1344,0.17,1.7E5,300.1343,0.18,6.37E4,300.1344,0.16,2.73E5,-,-,0,300.1349,0.17,2.02E5,300.1343,0.17,2.24E5,0:0:0:1.00:0.64:0.24:1.03:0:0.76:0.84,9.66E4,2.13E5,1.00:2.20,0.17,,
,0.73,7.55,434.3049,2.03 - 3.43,1,9.9E4,434.3046,2.96,8.8E4,-,-,0,434.3053,2.95,1.18E5,434.3048,2.95,1.42E5,434.3047,2.94,1.95E5,434.3054,2.95,9.17E4,434.3049,2.95,7.03E4,-,-,0,434.3048,2.94,1.35E5,434.3048,2.94,1.47E5,1.00:0:1.34:1.62:2.22:1.04:0.80:0:1.53:1.67,8.82E4,1.41E5,1.00:1.60,2.95,,
,0.73,3.90,1025.8055,20.08 - 20.23,2,8.9E3,1025.8054,20.17,7.82E3,1025.8069,20.17,1.16E4,1025.8043,20.18,7.95E3,1025.8074,20.16,9.78E3,1025.8044,20.17,7.32E3,1025.8047,20.16,9.31E3,1025.8062,20.16,7.73E3,1025.8054,20.16,1.12E4,1025.8054,20.16,7.14E3,1025.8044,20.18,8.99E3,0.68:1.00:0.69:0.85:0.63:0.81:0.67:0.97:0.62:0.78,9.08E3,8.06E3,1.00:0.89,20.17,,
,0.73,4.04,402.1641,3.83 - 4.90,1,3.9E4,402.1641,4.54,6.91E4,402.1645,4.55,1.14E4,402.1642,4.56,4.63E4,402.1642,4.54,5.15E4,402.1641,4.54,4.6E4,402.1642,4.55,2.41E4,402.1634,4.55,3.88E4,402.1643,4.57,1.61E4,402.1643,4.55,3.54E4,402.1633,4.54,5.15E4,6.08:1.00:4.07:4.53:4.05:2.12:3.42:1.42:3.11:4.53,3.79E4,4.34E4,1.00:1.15,4.55,,
,0.73,10.58,702.5100,8.04 - 8.79,1,1.2E5,-,-,0,-,-,0,702.5099,8.51,4.83E5,702.5098,8.48,1.24E5,702.5100,8.48,9.91E4,702.5096,8.51,5.75E4,702.5103,8.51,4.27E4,-,-,0,702.5098,8.50,2.76E5,702.5103,8.48,1.24E5,0:0:1.00:0.26:0.21:0.12:0.09:0:0.57:0.26,1.01E5,2E5,1.00:1.98,8.49,,
,0.72,4.42,936.8241,20.09 - 20.23,2,7.1E3,936.8229,20.19,6.03E3,936.8250,20.19,8.54E3,936.8238,20.18,6.53E3,936.8239,20.18,5.76E3,936.8232,20.19,5.55E3,936.8253,20.19,9.66E3,936.8237,20.16,6.53E3,936.8247,20.19,1.01E4,936.8258,20.19,5.23E3,936.8231,20.18,7.02E3,0.71:1.00:0.76:0.67:0.65:1.13:0.76:1.18:0.61:0.82,7.33E3,6.13E3,1.00:0.84,20.18,,
,0.72,4.80,962.8315,20.10 - 20.23,2,7.1E3,962.8312,20.19,6.46E3,962.8330,20.17,9.3E3,962.8326,20.18,6.04E3,962.8312,20.18,5.84E3,962.8298,20.17,6.98E3,962.8309,20.19,9.03E3,962.8308,20.16,7.26E3,962.8320,20.17,8.62E3,962.8328,20.19,5.07E3,962.8308,20.18,6.88E3,0.69:1.00:0.65:0.63:0.75:0.97:0.78:0.93:0.55:0.74,7.44E3,5.98E3,1.00:0.80,20.18,,
,0.72,6.97,574.7857,13.93 - 20.12,1,6.2E4,574.7855,19.03,3.5E4,574.7861,19.01,8.59E4,574.7855,18.93,8.22E4,574.7863,18.78,6.61E4,574.7858,18.96,5.8E4,574.7858,18.66,6.47E4,574.7854,18.74,6.58E4,574.7854,19.00,7.87E4,574.7855,18.97,3.55E4,574.7861,19.06,5.25E4,0.41:1.00:0.96:0.77:0.68:0.75:0.77:0.92:0.41:0.61,6.7E4,4.4E4,1.00:0.66,18.91,,
,0.72,4.81,1122.7702,19.35 - 20.23,1,1.6E4,1122.7703,20.17,1.33E4,1122.7710,20.15,2.13E4,1122.7719,20.18,1.21E4,1122.7688,20.16,1.83E4,1122.7723,20.15,1.75E4,1122.7715,20.16,2.07E4,1122.7684,20.16,1.26E4,1122.7679,20.17,1.79E4,1122.7717,20.15,1.28E4,1122.7682,20.18,1.4E4,0.63:1.00:0.57:0.86:0.82:0.97:0.59:0.84:0.60:0.66,1.67E4,1.34E4,1.00:0.80,20.16,,
,0.72,4.41,999.7984,20.07 - 20.24,2,1.1E4,999.7975,20.19,7.95E3,999.8004,20.19,1.14E4,999.8007,20.19,9.54E3,999.7989,20.18,1.12E4,999.7975,20.17,9.63E3,999.7975,20.19,1.2E4,999.7981,20.16,1.12E4,999.7971,20.17,1.55E4,999.7988,20.16,8.92E3,999.7971,20.18,9.58E3,0.70:1.00:0.84:0.99:0.85:1.06:0.98:1.36:0.78:0.84,1.11E4,9.25E3,1.00:0.84,20.18,,
,0.72,4.06,420.0688,2.15 - 8.64,1,1.2E5,420.0688,3.69,1.2E5,420.0691,3.64,8.06E4,420.0688,3.67,1.47E5,420.0686,3.67,1.27E5,420.0687,3.66,1.07E5,420.0687,3.68,1.2E5,420.0688,3.66,1.58E5,420.0690,3.68,4.05E4,420.0687,3.68,9.36E4,420.0687,3.67,1.65E5,1.49:1.00:1.82:1.58:1.32:1.49:1.96:0.50:1.16:2.04,1.12E5,1.29E5,1.00:1.15,3.67,,
,0.72,9.10,407.1685,0.11 - 0.62,1,1.9E5,407.1684,0.49,2.84E5,-,-,0,407.1685,0.49,3.41E5,407.1683,0.52,1.43E5,407.1686,0.49,3.62E5,407.1689,0.52,3.55E4,407.1685,0.51,1.28E5,-,-,0,407.1685,0.51,2.93E5,407.1683,0.49,2.9E5,1.00:0:1.20:0.50:1.27:0.12:0.45:0:1.03:1.02,1.62E5,2.91E5,1.00:1.80,0.50,,
,0.72,5.17,970.8192,20.04 - 20.23,2,8E3,970.8195,20.19,6.88E3,970.8195,20.17,1.04E4,970.8192,20.18,7.74E3,970.8198,20.18,7.55E3,970.8169,20.19,6.52E3,970.8192,20.19,1.05E4,970.8204,20.16,5.9E3,970.8204,20.17,1.16E4,970.8175,20.16,6.18E3,970.8196,20.18,6.72E3,0.66:1.00:0.75:0.73:0.63:1.01:0.57:1.11:0.59:0.65,8.38E3,6.45E3,1.00:0.77,20.18,,
,0.72,4.98,652.8030,13.00 - 20.21,1,2.4E5,652.8021,18.00,3.07E5,652.8022,18.47,2.32E5,652.8049,17.73,2.25E5,652.8040,17.73,2.49E5,652.8024,17.97,2.2E5,652.8029,18.03,2.68E5,652.8024,17.88,2.17E5,652.8031,18.41,2.52E5,652.8025,17.98,1.86E5,652.8041,18.03,2.01E5,1.32:1.00:0.97:1.07:0.95:1.16:0.93:1.08:0.80:0.87,2.46E5,1.94E5,1.00:0.79,18.02,,
,0.72,9.10,571.4993,9.21 - 9.99,1,2.7E4,571.4993,9.63,1.88E4,-,-,0,571.4992,9.62,5.11E4,571.4990,9.60,4.25E4,571.4988,9.58,2.03E4,571.4999,9.62,1.78E4,571.4998,9.64,3.58E4,-,-,0,571.4990,9.62,3.92E4,571.4991,9.61,4.47E4,1.00:0:2.72:2.26:1.08:0.95:1.91:0:2.09:2.38,2.33E4,4.2E4,1.00:1.80,9.62,,
,0.72,8.47,742.5421,8.69 - 9.62,1,1.3E5,-,-,0,-,-,0,742.5419,9.10,5.11E5,742.5419,9.08,1.18E5,742.5424,9.08,9.35E4,742.5419,9.10,6.44E4,742.5425,9.26,1.38E5,-,-,0,742.5418,9.08,2.83E5,742.5423,9.06,1.15E5,0:0:1.00:0.23:0.18:0.13:0.27:0:0.55:0.22,1.16E5,1.99E5,1.00:1.72,9.11,,
,0.71,5.95,362.0096,0.36 - 2.05,1,8.4E4,362.0096,1.91,2.56E5,-,-,0,362.0096,1.91,1.61E5,362.0096,1.91,3.47E4,362.0095,1.90,7.97E4,362.0096,1.90,2.03E4,362.0097,1.90,7.08E4,-,-,0,362.0096,1.90,1.16E5,362.0097,1.90,1.03E5,1.00:0:0.63:0.14:0.31:0.08:0.28:0:0.45:0.40,7.79E4,1.09E5,1.00:1.40,1.90,,
,0.71,6.75,436.3014,1.91 - 3.07,1,2.7E4,436.3014,2.96,2.06E4,-,-,0,436.3014,2.96,3.45E4,436.3012,2.94,3.89E4,436.3015,2.94,5.93E4,436.3018,2.95,2.29E4,436.3016,2.96,1.84E4,-,-,0,436.3009,2.94,3.6E4,436.3018,2.94,3.99E4,1.00:0:1.68:1.89:2.89:1.11:0.89:0:1.75:1.94,2.43E4,3.8E4,1.00:1.56,2.95,,
,0.71,5.10,462.0411,0.43 - 2.76,1,4.1E4,462.0410,2.15,1.05E4,-,-,0,462.0409,2.16,5.88E4,462.0411,2.15,4.89E4,462.0408,2.15,6.32E4,462.0414,2.15,3.46E4,462.0410,2.15,5.22E4,462.0417,2.15,4.29E4,462.0411,2.15,4.96E4,462.0410,2.14,5.31E4,1.00:0:5.60:4.66:6.02:3.29:4.98:4.09:4.73:5.05,3.89E4,5.14E4,1.00:1.32,2.15,,
,0.71,10.02,850.8212,15.12 - 20.24,1,5.1E5,850.8213,20.13,5.36E5,850.8212,20.13,7.88E5,850.8208,20.14,5.43E5,850.8209,20.15,5.46E5,-,-,0,850.8212,20.12,7.39E5,850.8212,20.14,5.58E5,850.8211,20.14,8.12E5,-,-,0,850.8217,20.13,5.53E5,0.68:1.00:0.69:0.69:0:0.94:0.71:1.03:0:0.70,5.65E5,2.77E5,1.00:0.49,20.13,,
,0.71,13.00,618.5496,0.10 - 0.24,1,4.1E5,618.5499,0.16,6.64E5,-,-,0,618.5495,0.17,6.69E5,618.5504,0.16,4.74E5,618.5496,0.15,2.72E5,618.5490,0.18,1.67E4,618.5485,0.14,4.52E5,-,-,0,618.5503,0.15,1.1E6,618.5493,0.15,4.87E5,1.00:0:1.01:0.71:0.41:0.03:0.68:0:1.66:0.73,3.19E5,7.95E5,1.00:2.49,0.16,,
,0.71,4.27,444.0880,2.64 - 4.44,1,3.3E4,444.0878,3.80,8.43E4,444.0884,3.81,2.38E4,444.0884,3.80,2.16E4,444.0883,3.82,2.03E4,444.0877,3.80,4.46E4,444.0877,3.83,1.98E4,444.0878,3.80,4.05E4,444.0884,3.81,2.03E4,444.0877,3.79,1.41E4,444.0877,3.79,4.35E4,3.54:1.00:0.90:0.85:1.87:0.83:1.70:0.85:0.59:1.82,3.44E4,2.88E4,1.00:0.84,3.80,,
,0.71,17.37,345.1470,0.10 - 0.49,1,1.5E5,345.1468,0.14,2.45E5,-,-,0,-,-,0,345.1472,0.16,2.38E5,345.1467,0.15,3.01E5,345.1465,0.14,6.69E4,-,-,0,-,-,0,345.1477,0.15,4.07E5,345.1471,0.15,2.74E5,1.00:0:0:0.97:1.23:0.27:0:0:1.66:1.12,1.06E5,3.4E5,1.00:3.20,0.15,,
,0.71,3.21,675.8375,18.65 - 20.24,1,2.7E4,675.8385,19.79,2.23E4,675.8380,19.63,2.41E4,675.8376,19.62,2.12E4,675.8372,20.00,1.67E4,675.8372,19.65,2.86E4,675.8378,20.11,5.22E4,675.8365,19.88,1.86E4,675.8373,19.68,2.85E4,675.8381,19.76,1.8E4,675.8373,19.57,3.68E4,0.92:1.00:0.88:0.69:1.19:2.16:0.77:1.18:0.75:1.52,2.65E4,2.74E4,1.00:1.03,19.77,,
,0.71,3.31,831.6793,16.76 - 17.39,1,1.6E4,831.6804,17.09,7.47E3,831.6796,17.05,1.41E4,831.6792,17.09,1.83E4,831.6793,17.09,2.49E4,831.6791,17.06,1.76E4,831.6783,17.10,2.65E4,831.6797,17.16,9.7E3,831.6801,17.00,6.69E3,831.6790,17.13,1.35E4,831.6787,17.08,1.64E4,0.53:1.00:1.30:1.76:1.25:1.88:0.69:0.47:0.96:1.16,1.57E4,1.49E4,1.00:0.95,17.08,,
,0.70,3.31,508.7958,17.04 - 20.11,1,3.8E4,508.7959,17.99,4.08E4,508.7958,18.74,5.69E4,508.7965,18.99,4.46E4,508.7959,18.75,3.37E4,508.7953,18.80,2.75E4,508.7952,19.05,3.59E4,508.7957,18.84,2.9E4,508.7958,18.64,3.14E4,508.7964,18.68,3.5E4,508.7958,18.74,4.37E4,0.72:1.00:0.78:0.59:0.48:0.63:0.51:0.55:0.61:0.77,3.75E4,3.93E4,1.00:1.05,18.72,,
,0.70,4.98,566.7538,17.57 - 19.83,1,2.1E4,566.7540,18.45,2.36E4,566.7534,18.49,2.68E4,566.7533,18.54,2.14E4,566.7534,18.53,2.39E4,566.7542,18.58,1.89E4,566.7540,18.66,2.41E4,566.7545,18.52,1.88E4,566.7538,18.50,2.29E4,566.7531,18.42,1.64E4,566.7543,18.44,1.82E4,0.88:1.00:0.80:0.89:0.70:0.90:0.70:0.86:0.61:0.68,2.25E4,1.73E4,1.00:0.77,18.51,,
,0.70,3.61,457.3181,1.56 - 5.01,1,3.5E4,457.3181,3.31,2.17E4,457.3187,3.28,3.76E4,457.3182,3.32,3.34E4,457.3178,3.33,4.29E4,457.3180,3.30,3.52E4,457.3180,3.32,4.38E4,457.3181,3.31,3.25E4,457.3182,3.33,3.48E4,457.3175,3.31,3.09E4,457.3181,3.31,3.27E4,0.58:1.00:0.89:1.14:0.94:1.17:0.86:0.93:0.82:0.87,3.52E4,3.18E4,1.00:0.90,3.31,,
,0.70,4.49,412.1928,3.82 - 4.92,1,2.7E4,412.1922,4.53,4E4,412.1932,4.55,8.75E3,412.1931,4.55,3.35E4,412.1931,4.54,3.62E4,412.1920,4.54,3.36E4,412.1932,4.55,1.98E4,412.1932,4.53,2.82E4,412.1934,4.06,6.54E3,412.1922,4.54,2.61E4,412.1922,4.55,3.89E4,4.57:1.00:3.84:4.14:3.84:2.27:3.22:0.75:2.99:4.45,2.58E4,3.25E4,1.00:1.26,4.49,,
,0.70,5.24,766.8548,18.50 - 20.24,2,2.8E4,766.8549,20.17,2.24E4,766.8552,20.17,3.34E4,766.8549,20.18,2.51E4,766.8547,20.18,2.62E4,766.8549,20.17,2.66E4,766.8539,20.19,3.31E4,766.8555,20.16,2.63E4,766.8547,20.19,3.79E4,766.8548,20.16,2.08E4,-,-,-,0.67:1.00:0.75:0.78:0.80:0.99:0.79:1.13:0.62:-,2.89E4,2.08E4,1.00:0.72,20.18,,
,0.70,6.52,415.9829,0.25 - 0.57,1,4.9E4,415.9831,0.41,4.76E4,-,-,0,415.9835,0.39,5.2E4,415.9835,0.41,7.52E4,415.9826,0.41,5.98E4,415.9831,0.41,8.06E4,415.9823,0.42,3.14E4,-,-,0,415.9824,0.38,7.37E4,415.9826,0.40,6.56E4,1.00:0:1.09:1.58:1.26:1.69:0.66:0:1.55:1.38,4.33E4,6.97E4,1.00:1.61,0.40,,
,0.69,5.13,360.0124,0.36 - 2.16,1,9.3E4,360.0122,1.91,2.81E5,-,-,0,360.0123,1.91,1.76E5,360.0123,1.91,4.05E4,360.0122,1.90,8.94E4,360.0132,1.90,2.41E4,360.0123,1.91,7.72E4,-,-,0,360.0122,1.90,1.29E5,360.0123,1.90,1.11E5,1.00:0:0.63:0.14:0.32:0.09:0.28:0:0.46:0.40,8.59E4,1.2E5,1.00:1.40,1.90,,
,0.69,6.69,413.9861,0.10 - 0.59,1,5.5E4,413.9866,0.41,4.88E4,-,-,0,413.9860,0.39,5.64E4,413.9860,0.41,8.37E4,413.9860,0.41,7.38E4,413.9867,0.41,8.64E4,413.9858,0.42,3.58E4,-,-,0,413.9859,0.39,8.68E4,413.9862,0.40,7.64E4,1.00:0:1.16:1.71:1.51:1.77:0.73:0:1.78:1.56,4.81E4,8.16E4,1.00:1.70,0.40,,
,0.69,4.12,702.8788,20.09 - 20.27,1,3.5E3,702.8785,20.21,2.85E3,702.8787,20.19,4.19E3,702.8789,20.19,3.13E3,702.8787,20.18,3.16E3,702.8782,20.19,3.27E3,702.8787,20.21,4.06E3,702.8793,20.19,3.65E3,702.8788,20.19,4.32E3,702.8788,20.20,2.58E3,702.8792,20.20,3.34E3,0.68:1.00:0.75:0.75:0.78:0.97:0.87:1.03:0.61:0.80,3.58E3,2.96E3,1.00:0.83,20.19,,
,0.69,7.56,734.0206,3.85 - 4.24,1,8.7E3,734.0199,3.94,8.54E3,734.0209,3.93,1.09E4,734.0210,3.94,5.92E3,734.0210,3.94,6.88E3,734.0199,3.92,2.23E4,734.0206,3.94,8.23E3,734.0209,3.94,4.96E3,734.0208,3.94,8.57E3,734.0205,3.94,4.29E3,734.0205,3.93,6.54E3,0.78:1.00:0.54:0.63:2.04:0.75:0.45:0.78:0.39:0.60,9.54E3,5.41E3,1.00:0.57,3.94,,
,0.68,3.87,926.7957,20.06 - 20.24,2,8.3E3,926.7946,20.17,6.4E3,926.7975,20.17,1.01E4,926.7941,20.18,6.56E3,926.7955,20.15,8.73E3,926.7941,20.15,6.7E3,926.7974,20.16,1.05E4,926.7972,20.15,7.44E3,926.7961,20.17,1.15E4,926.7960,20.14,7.18E3,926.7941,20.18,7.6E3,0.64:1.00:0.65:0.87:0.67:1.04:0.74:1.15:0.71:0.76,8.49E3,7.39E3,1.00:0.87,20.16,,
